bname,ra,dec,btype,z,catalog
5BZQJ0217+0144,02 17 48.95,+01 44 49.7,fsrq,1.715,bzcat
5BZQJ0218-0923,02 18 34.37,-09 23 38.4,fsrq,1.447,bzcat
5BZBJ0219-1725,02 19 05.5,-17 25 13.11,bllac,0.128,bzcat
5BZQJ0219+0120,02 19 07.01,+01 20 59.89,fsrq,1.623,bzcat
5BZQJ0220-1305,02 20 28.21,-13 05 19.1,fsrq,1.445,bzcat
5BZQJ0220-2151,02 20 35.15,-21 51 12.09,fsrq,2.552,bzcat
5BZBJ0220-0842,02 20 48.46,-08 42 50.4,bllac,0.525,bzcat
5BZUJ0220+2509,02 20 51.24,+25 09 27.61,uncertain,0.482,bzcat
5BZQJ0220-6330,02 20 54.17,-63 30 19.4,fsrq,1.478,bzcat
5BZQJ0222-1615,02 22 00.72,-16 15 16.48,fsrq,0.698,bzcat
5BZQJ0222-3441,02 22 56.4,-34 41 28.71,fsrq,1.49,bzcat
5BZQJ0223-5347,02 23 30.87,-53 47 39.91,fsrq,0.569,bzcat
5BZQJ0223-1656,02 23 43.75,-16 56 37.71,fsrq,1.015,bzcat
5BZQJ0224+0659,02 24 28.43,+06 59 23.31,fsrq,0.511,bzcat
5BZQJ0225+1846,02 25 04.67,+18 46 48.79,fsrq,2.69,bzcat
5BZQJ0227+3931,02 27 07.3,+39 31 40.11,fsrq,1.571,bzcat
5BZBJ0227+0202,02 27 16.59,+02 01 59.98,bllac,0.457,bzcat
5BZQJ0227-0848,02 27 32.08,-08 48 12.2,fsrq,2.226,bzcat
5BZQJ0227-3026,02 27 40.54,-30 26 03.58,fsrq,0.303,bzcat
5BZQJ0228-5546,02 28 21.6,-55 46 03.28,fsrq,2.464,bzcat
5BZQJ0228-3719,02 28 33.72,-37 19 56.31,fsrq,2.154,bzcat
5BZQJ0228+6721,02 28 50.04,+67 21 02.98,fsrq,0.523,bzcat
5BZQJ0228-0337,02 28 53.21,-03 37 37.09,fsrq,2.073,bzcat
5BZQJ0229-3643,02 29 28.44,-36 43 56.78,fsrq,2.115,bzcat
5BZQJ0229-7847,02 29 34.95,-78 47 45.6,fsrq,1.07,bzcat
5BZQJ0229-1031,02 29 59.39,-10 31 17.61,fsrq,1.135,bzcat
5BZQJ0230+4032,02 30 45.71,+40 32 53.08,fsrq,1.019,bzcat
5BZQJ0231-4746,02 31 11.8,-47 46 11.6,fsrq,0.765,bzcat
5BZQJ0231-5841,02 31 16.92,-58 41 06.79,fsrq,2.079,bzcat
5BZQJ0231+1322,02 31 45.89,+13 22 54.69,fsrq,2.065,bzcat
5BZQJ0231-3935,02 31 51.82,-39 35 47.29,fsrq,1.646,bzcat
5BZBJ0233+3442,02 33 20.41,+34 42 54.0,uncertain,0.458,bzcat
5BZQJ0233+0229,02 33 49.19,+02 29 25.11,fsrq,0.321,bzcat
5BZQJ0235-4737,02 35 06.41,-47 37 10.59,fsrq,1.504,bzcat
5BZQJ0236-2953,02 36 31.17,-29 53 55.49,fsrq,2.102,bzcat
5BZQJ0236-6136,02 36 53.24,-61 36 15.19,fsrq,0.467,bzcat
5BZQJ0237+0526,02 37 14.04,+05 26 49.99,fsrq,0.561,bzcat
5BZBJ0237-3603,02 37 34.02,-36 03 28.51,bllac,0.411,bzcat
5BZQJ0237+2848,02 37 52.4,+28 48 08.99,fsrq,1.206,bzcat
5BZBJ0238-3116,02 38 32.49,-31 16 58.18,bllac,0.233,bzcat
5BZBJ0238+1636,02 38 38.93,+16 36 59.29,bllac,0.94,bzcat
5BZQJ0239-7626,02 39 00.49,-76 26 42.21,fsrq,1.386,bzcat
5BZQJ0239-0234,02 39 45.47,-02 34 40.9,fsrq,1.116,bzcat
5BZQJ0239+0416,02 39 51.25,+04 16 21.39,fsrq,0.978,bzcat
5BZQJ0240+4216,02 40 05.25,+42 16 22.51,fsrq,1.7,bzcat
5BZQJ0240+1848,02 40 42.82,+18 48 00.1,fsrq,1.297,bzcat
5BZUJ0241-0815,02 41 04.8,-08 15 20.8,uncertain,0.0050,bzcat
5BZQJ0242+2653,02 42 20.82,+26 53 37.71,fsrq,1.851,bzcat
5BZUJ0242+1742,02 42 24.27,+17 42 58.78,uncertain,0.551,bzcat
5BZQJ0242+1101,02 42 29.16,+11 01 00.69,fsrq,2.68,bzcat
5BZQJ0243-0550,02 43 12.47,-05 50 55.28,fsrq,1.805,bzcat
5BZBJ0244-5819,02 44 40.29,-58 19 54.51,bllac,0.265,bzcat
5BZQJ0245+2405,02 45 16.86,+24 05 35.19,fsrq,2.247,bzcat
5BZQJ0246-4651,02 46 00.12,-46 51 17.2,fsrq,1.385,bzcat
5BZQJ0246-2945,02 46 10.17,-29 45 22.39,fsrq,2.19,bzcat
5BZQJ0246+1823,02 46 11.82,+18 23 30.08,fsrq,3.59,bzcat
5BZQJ0246-1236,02 46 58.47,-12 36 30.81,fsrq,2.201,bzcat
5BZQJ0249+0619,02 49 18.01,+06 19 51.88,fsrq,1.881,bzcat
5BZQJ0250-2731,02 50 14.39,-27 31 28.81,fsrq,1.132,bzcat
5BZBJ0250-2129,02 50 18.95,-21 29 40.3,bllac,0.498,bzcat
5BZUJ0250+1712,02 50 37.96,+17 12 08.89,uncertain,1.1,bzcat
5BZQJ0251-6000,02 51 26.23,-60 00 06.3,fsrq,1.373,bzcat
5BZQJ0251+4315,02 51 34.54,+43 15 15.8,fsrq,1.31,bzcat
5BZQJ0251+3734,02 51 59.22,+37 34 18.4,fsrq,1.818,bzcat
5BZQJ0252-2219,02 52 47.94,-22 19 25.5,fsrq,1.419,bzcat
5BZQJ0253+0006,02 53 21.04,+00 06 00.0,fsrq,1.339,bzcat
5BZQJ0253-5441,02 53 29.17,-54 41 51.39,fsrq,0.539,bzcat
5BZQJ0253+5102,02 53 57.6,+51 02 56.5,fsrq,1.732,bzcat
5BZQJ0254+2343,02 54 24.72,+23 43 26.5,fsrq,1.987,bzcat
5BZQJ0254+3931,02 54 42.63,+39 31 34.71,fsrq,0.289,bzcat
5BZQJ0256-2137,02 56 12.84,-21 37 29.09,fsrq,1.47,bzcat
5BZQJ0256-3315,02 56 42.6,-33 15 21.31,fsrq,1.915,bzcat
5BZQJ0257-1212,02 57 40.99,-12 12 01.4,fsrq,1.391,bzcat
5BZQJ0258-3909,02 58 14.04,-39 09 40.71,fsrq,3.449,bzcat
5BZQJ0258-5052,02 58 38.75,-50 52 04.4,fsrq,0.834,bzcat
5BZQJ0258+0541,02 58 50.52,+05 41 08.01,fsrq,1.38,bzcat
5BZQJ0259+0747,02 59 27.07,+07 47 39.58,fsrq,0.893,bzcat
5BZQJ0259-0020,02 59 28.51,-00 19 59.98,fsrq,2.0,bzcat
5BZQJ0259+1925,02 59 29.64,+19 25 44.29,fsrq,0.545,bzcat
5BZBJ0301+3441,03 01 03.77,+34 41 01.21,bllac,0.246,bzcat
5BZQJ0301-1812,03 01 06.73,-18 12 17.6,fsrq,1.627,bzcat
5BZQJ0301+0118,03 01 23.61,+01 18 36.0,fsrq,1.221,bzcat
5BZQJ0301-7156,03 01 38.45,-71 56 34.4,fsrq,0.823,bzcat
5BZQJ0303-7914,03 03 20.88,-79 14 56.5,fsrq,1.115,bzcat
5BZQJ0303-6211,03 03 50.63,-62 11 25.51,fsrq,1.391,bzcat
5BZQJ0304-7007,03 04 18.22,-70 07 41.01,fsrq,1.115,bzcat
5BZQJ0304-2024,03 04 26.87,-20 24 06.8,fsrq,1.821,bzcat
5BZQJ0304-4333,03 04 29.14,-43 33 15.98,fsrq,1.945,bzcat
5BZBJ0304-0054,03 04 33.95,-00 54 04.6,bllac,0.511,bzcat
5BZUJ0304+0002,03 04 58.97,+00 02 35.69,uncertain,0.564,bzcat
5BZQJ0307-4857,03 07 34.19,-48 57 11.59,fsrq,0.796,bzcat
5BZQJ0308-7812,03 08 42.79,-78 12 41.61,fsrq,1.326,bzcat
5BZQJ0309+1029,03 09 03.61,+10 29 16.29,fsrq,0.863,bzcat
5BZQJ0309-0559,03 09 23.28,-05 59 20.39,fsrq,0.745,bzcat
5BZQJ0309-6058,03 09 56.09,-60 58 39.1,fsrq,1.479,bzcat
5BZQJ0310+3814,03 10 49.87,+38 14 53.8,fsrq,0.816,bzcat
5BZBJ0311-7701,03 11 25.32,-77 01 34.5,uncertain,0.32,bzcat
5BZQJ0311-7651,03 11 55.25,-76 51 50.9,fsrq,0.223,bzcat
5BZQJ0312-5541,03 12 07.19,-55 41 34.79,fsrq,0.835,bzcat
5BZQJ0312+0133,03 12 43.6,+01 33 17.6,fsrq,0.664,bzcat
5BZUJ0313+4120,03 13 01.96,+41 20 01.21,uncertain,0.136,bzcat
5BZQJ0314-6548,03 14 22.43,-65 48 24.8,fsrq,0.636,bzcat
5BZQJ0315-2939,03 15 31.2,-29 39 59.0,fsrq,1.217,bzcat
5BZQJ0315-1031,03 15 56.88,-10 31 39.5,fsrq,1.565,bzcat
5BZBJ0316-2607,03 16 14.93,-26 07 57.21,bllac,0.443,bzcat
5BZBJ0316-2216,03 16 33.74,-22 16 12.79,bllac,0.228,bzcat
5BZQJ0317-2803,03 17 33.66,-28 03 18.61,fsrq,1.166,bzcat
5BZUJ0317+0248,03 17 47.92,+02 48 42.4,uncertain,0.748,bzcat
5BZQJ0319-1613,03 19 05.52,-16 13 46.7,fsrq,1.618,bzcat
5BZUJ0319+4130,03 19 48.16,+41 30 42.08,uncertain,0.018,bzcat
5BZQJ0320-3837,03 20 46.39,-38 37 28.48,fsrq,1.194,bzcat
5BZQJ0321-3122,03 21 28.74,-31 22 56.31,fsrq,1.785,bzcat
5BZQJ0321-0526,03 21 59.87,-05 26 12.4,fsrq,0.579,bzcat
5BZQJ0322-5205,03 22 08.22,-52 05 35.01,fsrq,0.416,bzcat
5BZQJ0322-5042,03 22 12.42,-50 42 33.08,fsrq,0.651,bzcat
5BZQJ0322-1335,03 22 38.45,-13 35 17.7,fsrq,1.468,bzcat
5BZBJ0323-0108,03 23 56.64,-01 08 29.61,bllac,0.392,bzcat
5BZUJ0324+3410,03 24 41.16,+34 10 45.91,uncertain,0.061,bzcat
5BZQJ0324-2918,03 24 44.29,-29 18 21.2,fsrq,4.63,bzcat
5BZQJ0325-2140,03 25 00.79,-21 40 41.48,fsrq,2.828,bzcat
5BZQJ0325-2415,03 25 13.38,-24 15 48.09,fsrq,1.161,bzcat
5BZQJ0325-5629,03 25 22.66,-56 29 04.81,fsrq,0.862,bzcat
5BZQJ0325+2224,03 25 36.81,+22 24 00.39,fsrq,2.066,bzcat
5BZBJ0325-1646,03 25 41.09,-16 46 16.78,uncertain,0.291,bzcat
5BZBJ0326+0225,03 26 13.97,+02 25 14.69,bllac,0.147,bzcat
5BZQJ0326-3243,03 26 15.05,-32 43 24.99,fsrq,0.699,bzcat
5BZQJ0326-5337,03 26 50.94,-53 37 01.41,fsrq,0.543,bzcat
5BZQJ0327+0044,03 27 59.22,+00 44 22.7,fsrq,1.357,bzcat
5BZQJ0327-2202,03 27 59.92,-22 02 06.39,fsrq,2.22,bzcat
5BZQJ0329-2357,03 29 54.07,-23 57 08.78,fsrq,0.895,bzcat
5BZQJ0331-2524,03 31 08.93,-25 24 43.19,fsrq,2.69,bzcat
5BZQJ0332-7249,03 32 43.0,-72 49 04.51,fsrq,2.739,bzcat
5BZQJ0332-4455,03 32 44.1,-44 55 56.99,fsrq,2.679,bzcat
5BZBJ0333-3619,03 33 12.28,-36 19 46.7,bllac,0.308,bzcat
5BZQJ0334+0800,03 34 53.32,+08 00 14.39,fsrq,1.982,bzcat
5BZQJ0336+3218,03 36 30.11,+32 18 29.3,fsrq,1.259,bzcat
5BZQJ0336-1302,03 36 35.03,-13 02 04.7,fsrq,1.303,bzcat
5BZQJ0336-3616,03 36 54.0,-36 16 06.2,fsrq,1.537,bzcat
5BZQJ0337-1204,03 37 55.44,-12 04 04.51,fsrq,3.442,bzcat
5BZQJ0338+3106,03 38 00.34,+31 06 09.68,fsrq,1.662,bzcat
5BZBJ0338-2443,03 38 12.49,-24 43 50.3,bllac,0.251,bzcat
5BZQJ0339-0133,03 39 00.96,-01 33 17.2,fsrq,3.197,bzcat
5BZQJ0339-0146,03 39 30.94,-01 46 35.79,fsrq,0.85,bzcat
5BZQJ0340-6703,03 40 28.24,-67 03 16.48,fsrq,0.478,bzcat
5BZBJ0340-2119,03 40 35.61,-21 19 31.18,bllac,0.233,bzcat
5BZQJ0341+3352,03 41 09.97,+33 52 21.61,fsrq,0.725,bzcat
5BZQJ0341-5954,03 41 21.6,-59 54 08.89,fsrq,2.064,bzcat
5BZUJ0342+3859,03 42 16.25,+38 59 06.21,uncertain,0.945,bzcat
5BZQJ0343-2530,03 43 19.51,-25 30 17.38,fsrq,1.419,bzcat
5BZQJ0343+3622,03 43 28.95,+36 22 12.39,fsrq,1.485,bzcat
5BZQJ0343-1141,03 43 41.98,-11 41 37.71,fsrq,2.259,bzcat
5BZQJ0344+1559,03 44 23.16,+15 59 43.4,fsrq,2.276,bzcat
5BZQJ0345+1453,03 45 06.42,+14 53 49.59,fsrq,1.556,bzcat
5BZQJ0345-0023,03 45 33.67,-00 23 02.68,fsrq,0.799,bzcat
5BZQJ0347+4842,03 47 11.6,+48 42 37.51,fsrq,2.043,bzcat
5BZQJ0348-2749,03 48 38.14,-27 49 13.58,fsrq,0.991,bzcat
5BZQJ0349-2102,03 49 57.83,-21 02 47.68,fsrq,2.944,bzcat
5BZQJ0350+5138,03 50 25.04,+51 38 38.68,fsrq,1.437,bzcat
5BZQJ0351-1153,03 51 10.98,-11 53 22.7,fsrq,1.52,bzcat
5BZQJ0351-7921,03 51 25.5,-79 21 56.3,fsrq,1.333,bzcat
5BZBJ0351-3703,03 51 54.56,-37 03 44.2,bllac,0.165,bzcat
5BZQJ0354-1616,03 54 25.02,-16 16 22.51,fsrq,1.187,bzcat
5BZQJ0357-4812,03 57 21.91,-48 12 15.19,fsrq,1.005,bzcat
5BZQJ0357-4159,03 57 36.77,-41 59 01.28,fsrq,1.271,bzcat
5BZQJ0357-0751,03 57 43.29,-07 51 14.61,fsrq,1.05,bzcat
5BZQJ0357+0542,03 57 46.13,+05 42 31.28,fsrq,2.164,bzcat
5BZQJ0359+5057,03 59 29.75,+50 57 50.18,fsrq,1.512,bzcat
5BZQJ0359+3220,03 59 44.9,+32 20 47.18,fsrq,1.331,bzcat
5BZQJ0400+0550,04 00 11.74,+05 50 43.11,fsrq,0.761,bzcat
5BZBJ0401+8153,04 01 28.72,+81 53 11.9,uncertain,0.215,bzcat
5BZQJ0401+2110,04 01 45.17,+21 10 28.59,fsrq,0.834,bzcat
5BZQJ0402-3147,04 02 21.27,-31 47 25.9,fsrq,1.288,bzcat
5BZQJ0403+2600,04 03 05.58,+26 00 01.51,fsrq,2.109,bzcat
5BZBJ0403-2429,04 03 24.55,-24 29 49.81,bllac,0.357,bzcat
5BZQJ0403-2444,04 03 41.74,-24 44 08.48,fsrq,0.598,bzcat
5BZQJ0403-3605,04 03 53.75,-36 05 01.89,fsrq,1.417,bzcat
5BZQJ0405-0739,04 05 00.79,-07 39 20.41,fsrq,2.817,bzcat
5BZQJ0405-1308,04 05 34.0,-13 08 13.7,fsrq,0.571,bzcat
5BZQJ0406-1749,04 06 12.23,-17 49 57.9,fsrq,1.64,bzcat
5BZQJ0406+0637,04 06 34.31,+06 37 15.09,fsrq,0.666,bzcat
5BZQJ0407-3303,04 07 33.9,-33 03 46.4,fsrq,2.562,bzcat
5BZUJ0407-1211,04 07 48.42,-12 11 36.7,uncertain,0.573,bzcat
5BZQJ0409-1238,04 09 05.76,-12 38 48.08,fsrq,1.563,bzcat
5BZBJ0409+0640,04 09 25.85,+06 40 35.11,bllac,0.805,bzcat
5BZQJ0410-7750,04 10 42.3,-77 50 43.29,fsrq,2.449,bzcat
5BZQJ0410-1636,04 10 59.4,-16 36 10.0,fsrq,0.622,bzcat
5BZQJ0411-5149,04 11 37.14,-51 49 23.41,fsrq,1.257,bzcat
5BZQJ0412+0010,04 12 33.46,+00 10 48.5,fsrq,1.13,bzcat
5BZQJ0412+0438,04 12 38.18,+04 38 06.1,fsrq,1.081,bzcat
5BZQJ0412-4604,04 12 50.28,-46 04 49.69,fsrq,2.223,bzcat
5BZQJ0413-5332,04 13 13.48,-53 32 00.49,fsrq,1.024,bzcat
5BZQJ0415-4023,04 15 14.45,-40 23 41.1,fsrq,1.389,bzcat
5BZUJ0416-2056,04 16 04.36,-20 56 27.49,uncertain,0.807,bzcat
5BZUJ0416-4355,04 16 05.81,-43 55 14.59,uncertain,0.398,bzcat
5BZQJ0416-1851,04 16 36.53,-18 51 08.31,fsrq,1.536,bzcat
5BZQJ0419-2132,04 19 00.42,-21 32 35.7,fsrq,1.646,bzcat
5BZQJ0419-3010,04 19 47.21,-30 10 23.8,fsrq,1.003,bzcat
5BZQJ0420-1501,04 20 18.38,-15 01 26.61,fsrq,1.18,bzcat
5BZQJ0421-4818,04 21 27.48,-48 18 05.18,fsrq,0.527,bzcat
5BZBJ0421-0629,04 21 32.92,-06 29 03.19,uncertain,0.391,bzcat
5BZQJ0422-0643,04 22 10.79,-06 43 45.3,fsrq,0.242,bzcat
5BZQJ0422-3844,04 22 14.78,-38 44 52.9,fsrq,3.11,bzcat
5BZBJ0422+1950,04 22 18.32,+19 50 54.99,bllac,0.516,bzcat
5BZQJ0422+1741,04 22 47.77,+17 41 15.9,fsrq,0.908,bzcat
5BZQJ0422+0219,04 22 52.2,+02 19 26.9,fsrq,2.277,bzcat
5BZQJ0423-0120,04 23 15.79,-01 20 33.1,fsrq,0.916,bzcat
5BZQJ0424+0204,04 24 08.56,+02 04 24.99,fsrq,2.056,bzcat
5BZQJ0424-3848,04 24 33.72,-38 48 41.61,fsrq,2.346,bzcat
5BZQJ0424-3756,04 24 42.23,-37 56 20.79,fsrq,0.782,bzcat
5BZQJ0424+0805,04 24 57.59,+08 05 17.01,fsrq,3.085,bzcat
5BZQJ0425-5754,04 25 04.72,-57 54 55.69,fsrq,0.886,bzcat
5BZQJ0426+0518,04 26 36.6,+05 18 19.9,fsrq,1.333,bzcat
5BZQJ0427-0756,04 27 14.22,-07 56 24.89,fsrq,1.375,bzcat
5BZQJ0428+3259,04 28 05.81,+32 59 52.0,fsrq,0.476,bzcat
5BZQJ0428+1732,04 28 35.63,+17 32 23.6,fsrq,3.317,bzcat
5BZQJ0429-4328,04 29 25.01,-43 28 36.51,fsrq,1.423,bzcat
5BZQJ0431-0406,04 31 28.08,-04 06 27.28,fsrq,0.628,bzcat
5BZQJ0432-5109,04 32 21.17,-51 09 25.19,fsrq,0.557,bzcat
5BZUJ0433+0521,04 33 11.09,+05 21 15.58,uncertain,0.033,bzcat
5BZQJ0433-6030,04 33 34.11,-60 30 13.78,fsrq,0.93,bzcat
5BZQJ0433+3237,04 33 40.67,+32 37 11.49,fsrq,2.011,bzcat
5BZQJ0434-4355,04 34 03.24,-43 55 47.2,fsrq,2.649,bzcat
5BZQJ0434-1442,04 34 19.02,-14 42 55.4,fsrq,1.899,bzcat
5BZQJ0435-0811,04 35 08.34,-08 11 03.08,fsrq,0.791,bzcat
5BZQJ0435+2532,04 35 34.57,+25 32 59.71,fsrq,0.602,bzcat
5BZQJ0435+2923,04 35 58.37,+29 23 36.38,fsrq,2.336,bzcat
5BZQJ0437-1844,04 37 01.48,-18 44 48.58,fsrq,2.702,bzcat
5BZQJ0437-2954,04 37 36.56,-29 54 04.1,fsrq,1.328,bzcat
5BZQJ0438+3004,04 38 04.94,+30 04 45.51,fsrq,1.454,bzcat
5BZQJ0438-1251,04 38 35.02,-12 51 03.38,fsrq,1.285,bzcat
5BZQJ0438-2012,04 38 50.49,-20 12 26.38,fsrq,2.146,bzcat
5BZQJ0439-3017,04 39 53.2,-30 17 45.59,fsrq,1.447,bzcat
5BZQJ0440-4333,04 40 17.17,-43 33 08.6,fsrq,2.852,bzcat
5BZQJ0441-4313,04 41 17.28,-43 13 43.6,fsrq,0.593,bzcat
5BZBJ0442-0018,04 42 30.2,-00 18 29.8,bllac,0.449,bzcat
5BZQJ0442-2825,04 42 37.66,-28 25 30.89,fsrq,1.952,bzcat
5BZQJ0442-0017,04 42 38.65,-00 17 43.4,fsrq,0.845,bzcat
5BZQJ0446+3900,04 46 11.48,+39 00 17.1,fsrq,0.413,bzcat
5BZQJ0447-0322,04 47 54.73,-03 22 42.31,fsrq,0.774,bzcat
5BZQJ0448-3659,04 48 15.04,-36 59 02.18,fsrq,0.561,bzcat
5BZQJ0448-2109,04 48 17.38,-21 09 44.71,fsrq,1.971,bzcat
5BZQJ0448-5041,04 48 22.3,-50 41 33.79,fsrq,1.479,bzcat
5BZQJ0448-2626,04 48 23.95,-26 26 14.78,fsrq,1.764,bzcat
5BZQJ0448-7417,04 48 48.54,-74 17 31.2,fsrq,1.208,bzcat
5BZQJ0448+1127,04 48 50.4,+11 27 54.39,fsrq,1.37,bzcat
5BZQJ0449+1121,04 49 07.67,+11 21 28.58,fsrq,2.153,bzcat
5BZQJ0449+6332,04 49 23.3,+63 32 09.38,fsrq,0.781,bzcat
5BZQJ0449-4809,04 49 39.59,-48 09 40.71,fsrq,1.497,bzcat
5BZQJ0449-3911,04 49 42.24,-39 11 09.49,fsrq,1.29,bzcat
5BZQJ0449-0057,04 49 42.89,-00 57 22.28,fsrq,0.487,bzcat
5BZQJ0450-8101,04 50 05.44,-81 01 02.2,fsrq,0.444,bzcat
5BZQJ0451-4653,04 51 53.34,-46 53 19.89,fsrq,0.602,bzcat
5BZQJ0452+1236,04 52 42.59,+12 36 24.58,fsrq,1.177,bzcat
5BZQJ0453-2807,04 53 14.64,-28 07 37.3,fsrq,2.564,bzcat
5BZQJ0455-4615,04 55 50.76,-46 15 58.71,fsrq,0.858,bzcat
5BZQJ0456-3136,04 56 36.67,-31 36 12.49,fsrq,0.865,bzcat
5BZQJ0456+0400,04 56 47.16,+04 00 52.88,fsrq,1.349,bzcat
5BZQJ0457-2324,04 57 03.18,-23 24 51.98,fsrq,1.003,bzcat
5BZQJ0457+0645,04 57 07.71,+06 45 07.3,fsrq,0.405,bzcat
5BZQJ0457-1819,04 57 54.33,-18 19 16.1,fsrq,1.527,bzcat
5BZQJ0501-0159,05 01 12.81,-01 59 14.31,fsrq,2.291,bzcat
5BZQJ0502+0609,05 02 15.44,+06 09 07.48,fsrq,1.106,bzcat
5BZQJ0503+6600,05 03 56.44,+66 00 31.5,fsrq,1.696,bzcat
5BZQJ0503+3403,05 03 56.77,+34 03 28.11,fsrq,0.149,bzcat
5BZQJ0505+0459,05 05 23.17,+04 59 42.68,fsrq,0.954,bzcat
5BZBJ0505+0415,05 05 34.78,+04 15 54.68,bllac,0.424,bzcat
5BZQJ0505-0419,05 05 51.23,-04 19 26.61,fsrq,1.481,bzcat
5BZQJ0506-6109,05 06 43.98,-61 09 41.0,fsrq,1.093,bzcat
5BZQJ0507-6104,05 07 54.66,-61 04 43.1,fsrq,1.089,bzcat
5BZQJ0508-6433,05 08 20.39,-64 33 17.31,fsrq,0.518,bzcat
5BZBJ0508+8432,05 08 42.36,+84 32 04.48,bllac,1.34,bzcat
5BZQJ0509+1011,05 09 27.46,+10 11 44.59,fsrq,0.621,bzcat
5BZBJ0509-0400,05 09 38.14,-04 00 45.5,uncertain,0.304,bzcat
5BZBJ0509-2514,05 09 39.85,-25 14 03.58,bllac,0.264,bzcat
5BZQJ0510+1800,05 10 02.36,+18 00 41.61,fsrq,0.416,bzcat
5BZQJ0511+1357,05 11 38.31,+13 57 19.11,fsrq,1.696,bzcat
5BZQJ0513+0100,05 13 40.02,+01 00 21.6,fsrq,2.679,bzcat
5BZQJ0513-2159,05 13 49.11,-21 59 16.11,fsrq,1.296,bzcat
5BZQJ0514+5602,05 14 18.7,+56 02 11.11,fsrq,2.19,bzcat
5BZQJ0515-4556,05 15 45.23,-45 56 43.29,fsrq,0.194,bzcat
5BZQJ0516-1603,05 16 15.93,-16 03 07.59,fsrq,1.278,bzcat
5BZQJ0516-1537,05 16 57.18,-15 37 10.41,fsrq,1.595,bzcat
5BZQJ0517-0520,05 17 28.11,-05 20 40.81,fsrq,1.413,bzcat
5BZUJ0517+0858,05 17 40.04,+08 58 35.79,uncertain,0.328,bzcat
5BZQJ0517+0648,05 17 51.34,+06 48 03.2,fsrq,0.84,bzcat
5BZQJ0521-1737,05 21 23.56,-17 37 30.21,fsrq,0.347,bzcat
5BZQJ0522+0113,05 22 17.46,+01 13 31.18,fsrq,2.941,bzcat
5BZQJ0522-0725,05 22 23.2,-07 25 13.4,fsrq,0.164,bzcat
5BZQJ0522-6107,05 22 34.43,-61 07 57.1,fsrq,1.4,bzcat
5BZQJ0522-1627,05 22 44.64,-16 27 52.41,fsrq,1.297,bzcat
5BZUJ0522-3627,05 22 57.97,-36 27 30.81,uncertain,0.056,bzcat
5BZQJ0523-2614,05 23 18.47,-26 14 09.6,fsrq,3.109,bzcat
5BZUJ0525-3343,05 25 06.17,-33 43 05.48,uncertain,4.413,bzcat
5BZQJ0525-2338,05 25 06.51,-23 38 10.78,fsrq,3.1,bzcat
5BZQJ0525-4557,05 25 31.39,-45 57 54.68,fsrq,1.479,bzcat
5BZQJ0525-4318,05 25 54.89,-43 18 01.18,fsrq,2.164,bzcat
5BZQJ0526-4830,05 26 16.67,-48 30 36.79,fsrq,1.3,bzcat
5BZUJ0528-5820,05 28 34.72,-58 20 17.3,uncertain,0.254,bzcat
5BZQJ0529-0519,05 29 53.52,-05 19 41.59,fsrq,0.685,bzcat
5BZQJ0530-2503,05 30 07.96,-25 03 29.91,fsrq,2.778,bzcat
5BZQJ0530+1331,05 30 56.41,+13 31 55.09,fsrq,2.07,bzcat
5BZQJ0532-3848,05 32 02.05,-38 48 54.28,fsrq,1.315,bzcat
5BZUJ0532-0307,05 32 07.51,-03 07 06.99,uncertain,1.88,bzcat
5BZQJ0532+0732,05 32 38.99,+07 32 43.29,fsrq,1.254,bzcat
5BZQJ0533+4822,05 33 15.86,+48 22 52.78,fsrq,1.16,bzcat
5BZQJ0533-8324,05 33 36.77,-83 24 34.09,fsrq,0.774,bzcat
5BZBJ0533-4632,05 33 40.81,-46 32 15.0,bllac,0.332,bzcat
5BZQJ0534-3747,05 34 17.48,-37 47 25.8,fsrq,1.668,bzcat
5BZQJ0534-6106,05 34 35.76,-61 06 07.09,fsrq,1.997,bzcat
5BZQJ0535-0239,05 35 12.25,-02 39 06.69,fsrq,1.033,bzcat
5BZQJ0536-3401,05 36 28.43,-34 01 11.49,fsrq,0.684,bzcat
5BZBJ0538-4405,05 38 50.35,-44 05 08.91,bllac,0.892,bzcat
5BZQJ0539-3427,05 39 05.45,-34 27 12.7,fsrq,0.263,bzcat
5BZQJ0539+1433,05 39 42.36,+14 33 45.61,fsrq,2.69,bzcat
5BZQJ0539-2839,05 39 54.28,-28 39 55.9,fsrq,3.104,bzcat
5BZBJ0540+2507,05 40 14.33,+25 07 55.3,bllac,0.623,bzcat
5BZQJ0540-5418,05 40 45.84,-54 18 22.1,fsrq,1.185,bzcat
5BZQJ0541+5312,05 41 16.17,+53 12 24.8,fsrq,1.275,bzcat
5BZQJ0541-0541,05 41 38.08,-05 41 49.41,fsrq,0.838,bzcat
5BZBJ0543-5532,05 43 57.2,-55 32 07.4,bllac,0.273,bzcat
5BZQJ0544-2241,05 44 07.56,-22 41 09.99,fsrq,1.537,bzcat
5BZQJ0546-6415,05 46 41.83,-64 15 21.88,fsrq,0.323,bzcat
5BZBJ0546-2204,05 46 56.76,-22 04 55.7,uncertain,0.247,bzcat
5BZQJ0547-6728,05 47 50.22,-67 28 01.7,fsrq,1.01,bzcat
5BZQJ0549-5246,05 49 43.8,-52 46 26.0,fsrq,0.447,bzcat
