bname,ra,dec,classification,InNED,umag,gmag,rmag,imag,zmag,z,f_Zspec,C,Sp-Index,Comments,Zhg,FAGN,logOL,RFlag,Rflux,logRL,XFlag,Xflux,logXL,Ind-RO,Ind-OX,btype,catalog
091249.60+050317.7,138.2067,5.05492,H,N,25.46,22.27,20.55,19.79,19.18,0.452,R,0.38,3.76,,,19.1,29.294,N,20.041,32.121,U,3.849,26.528,0.556,1.062,bllac,plotkin
091552.39+293324.0,138.96832,29.55668,H,Y,16.52,16.09,15.89,15.66,15.51,,U,,0.85,"A07;P08        ",0.118,16.0,29.727,F,356.43,32.189,R,100.0,26.588,0.485,1.205,bllac,plotkin
091651.94+523828.3,139.21642,52.64121,H,Y,19.18,18.49,17.76,17.47,17.13,0.19,R,0.258,0.71,"C05;A07;P08    ",,17.44,29.443,F,72.56,31.919,R,59.48,26.825,0.488,1.005,bllac,plotkin
091740.13+402929.8,139.4172,40.49162,H,N,20.45,19.9,19.39,19.03,18.63,0.721,T,0.187,1.75,"P08            ",,18.61,30.222,F,99.75,33.218,U,2.077,26.772,0.59,1.325,bllac,plotkin
091848.58+021321.8,139.70242,2.22273,H,N,19.16,18.87,18.55,18.31,18.08,,U,,0.86,"C05;P08        ",0.47,18.05,30.017,F,5.53,31.595,U,4.518,26.639,0.311,1.297,bllac,plotkin
092145.37+233548.1,140.43909,23.59672,H,N,18.9,18.56,18.22,17.99,17.72,,U,,1.12,,0.334,18.12,29.787,F,18.4,31.819,U,3.63,26.181,0.4,1.385,bllac,plotkin
092146.79+245541.3,140.44498,24.92815,H,N,20.46,20.16,19.85,19.6,19.32,,U,,1.31,,0.678,19.27,29.895,F,12.08,32.249,U,3.384,26.916,0.464,1.144,bllac,plotkin
092216.38+234645.5,140.56827,23.77932,H,N,19.63,19.27,18.94,18.68,18.47,0.635,T,0.118,0.8,,,18.42,30.181,F,22.6,32.466,U,3.578,26.867,0.45,1.273,bllac,plotkin
092309.41+215523.8,140.78922,21.92328,H,N,20.01,19.51,19.3,19.28,19.33,0.542,T,0.018,0.44,,,19.28,29.698,U,0.97,30.963,U,3.738,26.712,0.249,1.147,bllac,plotkin
092352.85+264959.6,140.97021,26.83323,H,N,21.96,21.29,20.24,19.94,19.54,0.302,T,0.214,0.88,"P08            ",,20.17,28.859,F,1.2,30.545,U,2.844,25.971,0.332,1.109,bllac,plotkin
092401.04+053345.3,141.00435,5.5626,H,Y,18.85,18.53,18.32,18.07,17.91,,U,,1.02,"A07;P08        ",0.39,18.2,29.913,F,8.8,31.634,R,48.4,27.469,0.339,0.939,bllac,plotkin
092542.88+595816.3,141.42867,59.9712,H,N,19.64,19.43,19.12,18.92,18.76,,U,,1.02,"C05;A07;P08    ",0.52,18.72,29.841,F,8.0,31.843,R,11.87,27.168,0.394,1.026,bllac,plotkin
092543.65+312710.7,141.43188,31.453,H,N,19.51,18.97,18.54,18.22,17.98,,U,,1.75,"P08            ",0.551,17.95,30.166,F,392.89,33.584,U,2.313,26.521,0.673,1.399,bllac,plotkin
092638.88+541126.6,141.66203,54.19075,H,N,20.31,19.82,19.41,19.07,18.79,,U,,1.58,"C05;P08        ",0.579,18.76,29.908,F,38.8,32.621,U,2.005,26.513,0.534,1.303,bllac,plotkin
092837.43+404845.2,142.15596,40.81258,H,N,18.78,18.53,18.34,18.12,18.03,,U,,0.83,"A07;P08        ",0.578,18.02,30.244,F,8.63,31.967,R,2.82,26.66,0.339,1.376,bllac,plotkin
092902.42+194525.1,142.26012,19.757,H,N,19.59,19.25,18.95,18.74,18.54,1.774,T,,0.93,,,18.81,31.262,F,6.23,32.725,U,4.36,28.121,0.288,1.206,bllac,plotkin
092912.25+030029.9,142.30106,3.00831,H,N,24.06,21.76,20.09,19.17,18.59,,U,,4.48,"C05;P08        ",0.673,18.52,30.099,F,1.01,31.165,U,4.09,26.99,0.21,1.194,bllac,plotkin
092915.43+501336.1,142.31433,50.2267,H,Y,17.34,16.92,16.53,16.25,16.04,,U,,1.33,"A07;P08        ",0.194,16.22,29.888,F,503.44,32.777,R,9.779,26.06,0.569,1.47,bllac,plotkin
092938.07+190502.0,142.40866,19.08391,H,N,19.57,19.35,19.04,18.85,18.73,,U,,0.76,,0.486,18.66,29.814,F,4.7,31.554,U,4.883,26.709,0.343,1.192,bllac,plotkin
093037.57+495025.6,142.65656,49.84045,H,Y,18.93,18.44,18.08,17.75,17.52,0.187,R,0.172,0.87,"A07;P08        ",,17.72,29.297,F,15.65,31.236,R,279.6,27.478,0.382,0.698,bllac,plotkin
093217.59+341232.8,143.0733,34.20913,H,N,20.06,19.52,19.27,19.03,18.91,,U,,0.55,,0.477,18.89,29.721,U,0.95,30.843,U,1.789,26.252,0.221,1.332,bllac,plotkin
093239.36+104235.1,143.16403,10.70978,H,Y,19.33,18.94,18.35,18.0,17.69,0.361,R,0.224,0.87,"A07;P08        ",,18.25,29.806,F,28.65,32.08,R,10.63,26.73,0.448,1.181,bllac,plotkin
093406.66+392632.1,143.52779,39.44227,H,Y,20.6,20.0,19.54,19.19,18.83,,U,,1.39,"P08            ",0.386,19.49,29.403,F,121.62,32.766,U,2.188,26.113,0.662,1.263,bllac,plotkin
093627.66+185003.3,144.11526,18.83426,H,N,19.67,19.27,18.88,18.6,18.34,,U,,1.18,,0.483,18.29,29.92,F,53.22,32.602,U,3.251,26.525,0.528,1.303,bllac,plotkin
093807.86+371751.3,144.53279,37.29761,H,N,20.26,19.75,19.32,18.87,18.49,0.56,R,0.211,1.49,"P08            ",,18.48,29.989,F,20.28,32.311,U,1.619,26.384,0.457,1.384,bllac,plotkin
094022.44+614826.1,145.09354,61.80727,H,Y,19.79,19.11,18.31,17.87,17.63,0.211,R,0.289,1.13,"C05;A07;P08    ",,17.8,29.356,F,8.97,31.1,R,25.08,26.55,0.343,1.077,bllac,plotkin
094245.30+541620.4,145.68877,54.27235,H,N,21.17,20.64,20.22,19.85,19.54,,U,,1.15,"C05;P08        ",0.637,19.52,29.731,F,5.92,31.887,U,1.958,26.609,0.424,1.199,bllac,plotkin
094257.82-004705.2,145.74094,-0.78479,H,N,19.37,18.99,18.78,18.68,18.8,1.36,T,,0.72,"C05;P08        ",,18.64,30.992,F,2.35,32.103,U,3.395,27.707,0.219,1.261,bllac,plotkin
094432.33+573536.1,146.13472,57.59338,H,N,20.39,20.21,19.87,19.51,19.3,,U,,0.87,"C05;A07;P08    ",0.55,19.28,29.686,F,1.86,31.258,R,19.58,27.447,0.309,0.86,bllac,plotkin
094542.23+575747.7,146.426,57.96325,H,Y,18.54,18.66,17.49,17.16,16.93,0.229,R,0.174,0.84,"C05;A07;P08    ",,17.13,29.732,F,78.29,32.115,R,2.644,25.657,0.469,1.565,bllac,plotkin
094604.46+473510.1,146.51862,47.58615,H,N,20.46,20.13,19.68,19.27,18.98,0.672,L,0.157,1.79,,,18.96,29.995,F,18.01,32.415,U,2.249,26.728,0.476,1.254,bllac,plotkin
094620.22+010452.0,146.58426,1.08112,H,Y,20.99,20.47,19.91,19.32,18.9,0.577,R,0.194,1.3,"C05;A07;P08    ",,18.67,29.958,F,11.23,32.08,R,40.49,27.815,0.418,0.823,bllac,plotkin
094738.58+221533.3,146.91078,22.25927,H,N,20.08,19.58,19.09,18.77,18.48,,U,,1.59,,0.367,19.01,29.55,F,84.23,32.562,U,3.67,26.285,0.593,1.254,bllac,plotkin
094740.32+345345.2,146.91801,34.89589,H,N,19.39,19.06,18.75,18.5,18.28,,U,,1.04,"P08            ",0.501,18.27,29.981,F,22.27,32.256,U,1.573,26.25,0.448,1.433,bllac,plotkin
094827.06+083940.8,147.11276,8.66135,H,N,20.36,19.87,19.54,19.31,19.17,1.334,L,,1.22,"P08            ",,19.45,30.786,F,1.88,31.992,U,3.916,27.747,0.237,1.167,bllac,plotkin
094853.60+085514.4,147.22334,8.92067,H,N,17.75,17.34,16.97,16.73,16.56,1.971,R,,0.96,"P08            ",,16.89,32.152,F,33.08,33.525,U,5.165,28.315,0.27,1.473,bllac,plotkin
095003.47+061503.7,147.51447,6.25105,H,N,19.88,19.3,18.89,18.54,18.27,,U,,1.69,"P08            ",0.556,18.23,30.066,F,96.02,32.98,U,5.55,26.911,0.574,1.212,bllac,plotkin
095127.82+010210.3,147.86592,1.03621,H,Y,20.09,19.67,19.24,18.93,18.67,0.502,T,0.222,0.74,"C05;A07;P08    ",,18.57,29.883,F,19.7,32.204,R,8.907,27.005,0.457,1.105,bllac,plotkin
095214.70+393615.8,148.06128,39.60442,H,Y,20.26,19.95,19.8,19.7,19.44,,U,,0.94,"A07;P08        ",0.626,19.42,29.762,F,2.54,31.504,R,17.51,27.541,0.343,0.853,bllac,plotkin
095409.86+491459.5,148.54112,49.24988,H,Y,19.34,19.06,18.89,18.73,18.53,,U,,0.79,"A07;P08        ",0.537,18.51,29.972,F,4.22,31.593,R,20.38,27.438,0.319,0.973,bllac,plotkin
095501.87+083342.1,148.75781,8.56172,H,N,20.6,19.78,19.23,18.83,18.53,,U,,1.69,"P08            ",0.656,18.47,30.167,F,12.66,32.242,U,4.25,26.978,0.409,1.224,bllac,plotkin
095507.88+355100.8,148.78287,35.85024,H,N,20.73,20.61,20.13,19.45,19.16,0.557,T,0.226,0.9,"A07;P08        ",,19.14,29.752,F,7.94,31.899,R,13.02,27.284,0.423,0.948,bllac,plotkin
095549.67+101429.5,148.957,10.24155,H,N,20.91,20.5,19.83,19.44,19.02,0.373,R,0.312,0.87,"A07            ",,19.75,29.237,F,2.44,31.037,R,11.59,26.8,0.355,0.935,bllac,plotkin
095550.54+555506.9,148.9606,55.91859,H,N,20.12,19.87,19.74,19.5,19.36,,U,,0.87,,0.625,19.35,29.789,U,1.075,31.129,U,1.341,26.423,0.264,1.292,bllac,plotkin
095649.54+015601.7,149.20645,1.93383,H,Y,20.54,20.39,20.11,19.92,19.82,,U,,0.26,"C05;A07;P08    ",0.7,19.79,29.747,F,4.38,31.836,R,20.17,27.727,0.411,0.776,bllac,plotkin
095929.88+212321.0,149.87453,21.38918,H,Y,19.2,18.84,18.39,18.09,17.85,0.365,R,0.189,1.14,,,18.32,29.8,F,39.79,32.231,R,79.76,27.616,0.479,0.839,bllac,plotkin
100040.67+531911.7,150.1695,53.31994,H,Y,21.03,20.81,20.36,19.9,19.5,,U,,1.57,"C05;P08        ",0.655,19.49,29.759,F,2.02,31.443,U,1.102,26.39,0.332,1.294,bllac,plotkin
100050.21+574609.1,150.20924,57.76921,H,N,20.4,20.0,19.48,18.93,18.64,0.64,R,0.244,0.61,"C05;P08        ",,18.62,30.115,F,82.66,33.035,U,1.154,26.384,0.575,1.433,bllac,plotkin
100110.20+291137.6,150.29251,29.19378,H,N,19.11,18.58,18.12,17.78,17.43,,U,,1.58,"A07;P08        ",0.323,18.08,29.785,F,145.57,32.687,R,3.619,26.145,0.571,1.398,bllac,plotkin
100234.42+221614.9,150.64342,22.27081,H,N,19.26,18.98,18.79,18.6,18.46,,U,,0.71,,0.505,18.41,29.956,F,12.19,32.001,R,8.117,26.971,0.403,1.146,bllac,plotkin
100309.39+073822.8,150.78915,7.63969,H,N,20.35,20.02,19.46,19.16,18.93,,U,,1.84,"P08            ",0.644,18.9,29.967,F,1.1,31.165,U,2.805,26.777,0.236,1.225,bllac,plotkin
100326.63+020455.7,150.86096,2.08214,H,N,20.01,19.69,19.49,19.31,18.99,,U,,0.97,"C05;P08        ",0.58,18.97,29.86,F,4.52,31.689,U,2.464,26.605,0.36,1.25,bllac,plotkin
100408.18+144909.9,151.0341,14.81944,H,N,21.2,21.13,20.69,20.08,19.72,0.712,R,0.234,0.72,,,19.68,29.797,F,2.85,31.663,R,14.07,27.589,0.367,0.848,bllac,plotkin
100444.76+375212.0,151.18652,37.87,H,N,20.21,19.84,19.2,18.75,18.37,0.44,R,0.231,0.66,"A07;P08        ",,18.34,29.853,F,44.38,32.443,R,9.623,26.897,0.51,1.135,bllac,plotkin
100612.22+644011.5,151.55095,64.66988,H,N,19.41,19.14,18.87,18.7,18.51,,U,,1.34,"C05;A07        ",0.543,18.46,29.968,N,43.568,32.617,R,12.39,27.234,0.521,1.05,bllac,plotkin
100656.46+345445.1,151.73528,34.91255,H,Y,19.46,19.15,18.92,18.76,18.56,,U,,0.63,"A07;P08        ",0.508,18.55,29.913,F,5.02,31.621,R,20.03,27.37,0.336,0.977,bllac,plotkin
100811.42+470521.4,152.04762,47.08928,H,Y,20.12,19.73,19.1,18.78,18.45,0.343,R,0.233,1.04,"C05;A07;P08    ",,19.07,29.432,F,4.29,31.21,R,112.1,27.699,0.35,0.665,bllac,plotkin
100959.64+014533.7,152.49854,1.75937,H,N,20.7,20.15,19.6,19.23,18.9,1.086,L,0.113,1.85,"C05;P08        ",,19.47,30.686,F,71.45,33.41,U,4.299,27.552,0.536,1.203,bllac,plotkin
101115.63+010642.4,152.81516,1.1118,H,Y,19.73,19.44,19.25,19.12,18.92,1.479,T,,0.61,"C05;P08        ",,19.14,30.843,F,310.32,34.288,U,4.434,27.919,0.678,1.123,bllac,plotkin
101118.50+013755.8,152.82712,1.63219,H,N,23.31,22.42,20.56,19.66,19.23,0.467,R,0.386,3.09,,,19.17,29.371,F,1.87,31.118,U,4.452,26.625,0.344,1.055,bllac,plotkin
101141.02+291114.7,152.92091,29.18744,H,N,20.17,19.87,19.44,19.14,18.93,,U,,1.8,,0.669,18.9,30.015,F,4.16,31.775,R,4.8,27.053,0.346,1.138,bllac,plotkin
101213.34+063057.2,153.05562,6.5159,H,Y,18.04,17.58,17.27,16.98,16.74,,U,,1.18,"P08            ",0.292,17.21,30.016,F,512.65,33.145,U,2.538,25.886,0.616,1.586,bllac,plotkin
101244.30+422957.0,153.18462,42.49918,H,Y,18.97,18.63,18.25,17.95,17.69,0.365,R,0.167,0.62,"A07;P08        ",,18.2,29.825,F,79.9,32.534,R,77.42,27.603,0.533,0.853,bllac,plotkin
101504.13+492600.6,153.76724,49.43352,H,Y,15.72,15.46,15.24,15.17,15.0,,U,,0.71,"A07;P08        ",0.086,15.42,29.658,F,398.16,31.959,R,188.7,26.566,0.453,1.187,bllac,plotkin
101544.01+122707.1,153.93341,12.45198,H,Y,19.44,18.81,18.36,18.03,17.68,,U,,1.61,"P08            ",0.404,17.62,29.955,F,155.12,32.911,U,6.551,26.638,0.582,1.274,bllac,plotkin
101706.67+520247.2,154.27782,52.04647,H,Y,20.38,19.9,19.16,18.68,18.31,0.379,R,0.254,0.87,"A07;P08        ",,19.14,29.499,F,39.14,32.257,R,1.721,25.989,0.543,1.348,bllac,plotkin
101807.91+190615.5,154.53297,19.10431,H,N,20.02,19.69,19.29,19.07,18.76,,U,,1.44,,0.53,18.71,29.835,F,14.07,32.105,U,24.96,27.512,0.447,0.892,bllac,plotkin
101858.55+591127.8,154.74396,59.19107,H,Y,18.54,18.06,17.75,17.44,17.19,,U,,1.32,"C05;P08        ",0.341,17.73,29.974,F,98.64,32.566,U,1.007,25.646,0.51,1.662,bllac,plotkin
101950.87+632001.6,154.96196,63.33379,H,Y,19.27,18.81,18.36,18.07,17.79,0.816,T,0.113,1.42,"C05;P08        ",,17.78,30.703,F,117.89,33.394,U,1.339,26.721,0.53,1.529,bllac,plotkin
102013.76+625010.1,155.05737,62.83614,H,N,20.1,19.48,18.59,18.15,17.83,0.25,R,0.289,0.7,"C05;A07;P08    ",,18.13,29.428,F,33.33,31.82,R,6.633,26.143,0.471,1.261,bllac,plotkin
102100.35+162554.0,155.2515,16.43168,H,N,18.86,18.55,18.35,18.15,18.04,,U,,0.78,,0.41,17.99,29.91,F,16.61,31.954,U,5.116,26.546,0.402,1.292,bllac,plotkin
102128.87+380643.2,155.3703,38.11203,H,N,20.46,20.27,19.76,19.37,19.14,0.467,R,0.19,0.96,"A07;P08        ",,19.12,29.57,F,4.61,31.51,R,3.492,26.519,0.382,1.171,bllac,plotkin
102130.75+141137.4,155.37816,14.19373,H,N,20.22,19.8,19.29,18.93,18.67,0.51,R,0.21,1.08,"P08            ",,18.61,29.86,F,13.48,32.053,U,11.89,27.148,0.432,1.041,bllac,plotkin
102243.72-011302.4,155.68217,-1.21736,H,Y,18.02,17.76,17.51,17.28,17.11,,U,,0.93,"C05            ",0.272,17.36,29.88,F,37.96,31.952,R,114.1,27.466,0.408,0.927,bllac,plotkin
102339.73+300057.7,155.91557,30.01605,H,Y,19.47,19.05,18.68,18.39,18.11,0.433,R,0.136,0.96,,,18.07,29.915,F,8.39,31.706,R,13.07,27.013,0.353,1.114,bllac,plotkin
102453.63+233234.0,156.22348,23.54278,H,Y,18.74,18.02,17.37,17.0,16.66,0.165,R,0.188,1.19,,,16.96,29.446,F,125.13,32.028,R,3.768,25.484,0.508,1.521,bllac,plotkin
102523.04+040228.9,156.34602,4.04139,H,N,19.71,19.14,18.46,18.16,17.97,0.208,R,0.273,1.43,"C05;A07;P08    ",,18.09,29.201,F,48.34,31.82,R,14.47,26.298,0.516,1.115,bllac,plotkin
102659.57+514703.8,156.74823,51.78441,H,N,20.45,20.03,19.55,19.22,18.85,,U,,1.48,"P08            ",0.563,18.83,29.854,F,53.33,32.736,U,1.191,26.256,0.567,1.381,bllac,plotkin
102703.39+060933.9,156.76413,6.15942,H,N,19.87,19.54,19.11,18.82,18.52,0.449,R,0.155,0.49,"A07;P08        ",,18.49,29.825,F,6.91,31.653,R,10.42,26.953,0.36,1.103,bllac,plotkin
102724.96+631753.0,156.85403,63.29808,H,N,19.24,18.93,18.61,18.44,18.21,0.58,L,0.077,0.46,"C05;A07;P08    ",,18.2,30.195,F,16.53,32.252,R,10.66,27.241,0.405,1.134,bllac,plotkin
102732.39+352622.1,156.88496,35.43948,H,N,20.03,19.82,19.58,19.33,19.11,,U,,1.0,"A07;P08        ",0.635,19.09,29.904,F,10.47,32.132,R,18.5,27.581,0.439,0.892,bllac,plotkin
102827.61+055515.1,157.11508,5.92089,H,N,20.98,20.06,19.13,18.7,18.37,0.234,T,0.33,2.0,"A07;P08        ",,18.65,29.046,F,14.39,31.397,R,3.712,25.824,0.463,1.237,bllac,plotkin
103118.53+505335.8,157.82721,50.89329,H,Y,17.21,17.0,16.75,16.59,16.45,,U,,0.7,"A07;P08        ",0.208,16.56,29.879,F,37.97,31.716,R,513.2,27.849,0.362,0.78,bllac,plotkin
103208.37+040157.0,158.0349,4.03251,H,N,20.73,20.08,19.6,19.2,18.89,,U,,1.8,"C05;P08        ",0.566,18.83,29.841,F,112.66,33.065,U,3.905,26.778,0.635,1.176,bllac,plotkin
103220.28+030949.2,158.08453,3.16367,H,N,18.93,18.59,18.26,18.02,17.79,0.323,R,0.127,0.98,"C05;P08        ",,18.17,29.729,F,31.08,32.017,U,3.813,26.168,0.45,1.367,bllac,plotkin
103239.06+662323.2,158.1628,66.38979,H,N,20.21,19.64,19.17,18.87,18.59,,U,,1.41,"C05            ",0.553,18.57,29.942,N,84.713,32.921,U,1.65,26.378,0.587,1.368,bllac,plotkin
103240.72+373826.8,158.1697,37.64078,H,Y,18.7,18.26,17.93,17.65,17.45,0.528,L,0.089,0.97,"P08            ",,17.42,30.378,F,86.28,32.889,U,2.082,26.429,0.494,1.517,bllac,plotkin
103317.94+422236.3,158.32478,42.37678,H,N,19.93,19.16,18.2,17.83,17.64,0.211,R,0.348,0.68,"A07;P08        ",,17.81,29.397,F,33.21,31.671,R,3.874,25.741,0.448,1.404,bllac,plotkin
103346.39+370825.2,158.44331,37.14033,H,N,20.96,20.47,19.84,19.45,19.07,0.447,R,0.144,0.39,"A07;P08        ",,19.04,29.612,F,4.38,31.45,R,8.038,26.835,0.362,1.066,bllac,plotkin
103507.64+072338.5,158.78185,7.39403,H,N,20.25,19.88,19.61,19.4,19.19,,U,,0.99,"P08            ",0.7,19.16,29.984,F,9.94,32.192,U,4.605,27.085,0.435,1.113,bllac,plotkin
103510.81+374929.0,158.79506,37.82475,H,N,19.07,19.11,19.36,19.62,20.06,0.571,T,-0.064,-1.04,,,20.03,29.529,U,0.935,30.991,U,2.098,26.518,0.288,1.156,bllac,plotkin
103640.35+123338.7,159.16817,12.56075,H,N,18.91,18.44,18.06,17.81,17.54,,U,,1.09,"P08            ",0.346,17.98,29.878,F,72.53,32.445,U,6.098,26.443,0.505,1.319,bllac,plotkin
103729.78+170149.4,159.3741,17.0304,H,N,19.13,18.84,18.81,18.9,19.05,0.622,T,-0.019,-0.07,,,19.0,29.965,U,0.98,31.085,U,3.277,26.806,0.22,1.213,bllac,plotkin
103744.29+571155.6,159.43459,57.19879,H,Y,17.09,16.7,16.39,16.13,15.92,,U,,1.02,"C05;A07;P08    ",0.175,16.13,29.856,F,130.02,32.098,R,20.62,26.282,0.441,1.372,bllac,plotkin
103845.88+392735.0,159.69118,39.45974,H,N,20.08,19.56,19.23,18.94,18.74,0.382,T,0.098,1.2,"P08            ",,19.17,29.511,F,7.09,31.523,U,2.083,26.082,0.396,1.317,bllac,plotkin
103852.18+325651.6,159.71745,32.94768,H,N,20.27,19.8,19.09,18.82,18.6,0.321,R,0.194,0.62,,,19.04,29.366,F,4.98,31.216,U,2.015,25.884,0.364,1.337,bllac,plotkin
104029.01+094754.2,160.1209,9.79839,H,N,19.72,19.21,18.58,18.25,17.9,0.304,R,0.228,0.48,"P08            ",,18.52,29.517,F,18.49,31.737,U,44.79,27.173,0.437,0.9,bllac,plotkin
104125.63+132458.4,160.3568,13.41625,H,N,20.81,20.27,19.4,18.91,18.51,0.375,R,0.298,1.0,"P08            ",,19.31,29.424,F,38.12,32.236,U,6.146,26.531,0.554,1.111,bllac,plotkin
104149.15+390119.5,160.4548,39.02209,H,Y,20.07,19.28,18.31,17.99,17.67,0.208,R,0.351,0.85,"A07;P08        ",,17.97,29.304,F,27.81,31.582,R,16.25,26.351,0.448,1.134,bllac,plotkin
104255.44+151314.9,160.73103,15.22083,H,N,19.84,19.36,18.88,18.52,18.18,0.307,R,0.178,1.23,,,18.79,29.436,F,6.63,31.301,U,6.339,26.335,0.367,1.19,bllac,plotkin
104323.88+065310.1,160.84952,6.88615,H,N,20.2,19.79,19.54,19.31,19.04,,U,,0.94,"P08            ",0.567,18.99,29.828,F,7.18,31.871,U,5.612,26.937,0.402,1.11,bllac,plotkin
104516.30+275133.4,161.31795,27.85929,H,N,19.41,19.1,18.94,18.71,18.52,,U,,0.94,,0.62,18.48,30.126,F,3.98,31.691,R,3.566,26.839,0.308,1.262,bllac,plotkin
104857.61+500945.3,162.24007,50.1626,H,N,20.81,20.24,19.48,19.1,18.82,0.403,R,0.352,0.61,"A07;P08        ",,18.8,29.586,F,5.96,31.493,R,9.854,26.812,0.375,1.065,bllac,plotkin
105125.35+394325.7,162.85567,39.72381,H,Y,19.21,18.92,18.64,18.35,18.12,0.497,T,0.127,0.51,"A07;P08        ",,18.1,30.08,F,10.34,31.916,R,46.37,27.711,0.361,0.91,bllac,plotkin
105430.62+221054.8,163.6276,22.18191,H,N,18.34,17.93,17.59,17.37,17.17,,U,,1.14,,0.281,17.55,29.841,F,61.78,32.193,R,4.057,26.051,0.463,1.455,bllac,plotkin
105451.49+162607.3,163.71457,16.43538,H,N,20.35,19.97,19.53,19.13,18.79,0.505,T,0.194,0.98,,,18.76,29.798,F,4.63,31.58,R,5.073,26.767,0.351,1.164,bllac,plotkin
105538.62+305251.0,163.91095,30.88085,H,N,20.33,19.57,18.64,18.27,17.95,0.243,R,0.357,1.01,"P08            ",,18.22,29.339,F,7.7,31.159,U,2.779,25.737,0.358,1.383,bllac,plotkin
105606.61+025213.4,164.02756,2.87041,H,Y,19.95,19.34,18.58,18.17,17.98,0.236,R,0.294,1.25,"C05;A07;P08    ",,18.08,29.348,F,4.77,30.927,R,146.1,27.43,0.311,0.737,bllac,plotkin
105723.09+230318.7,164.34625,23.05522,H,Y,20.07,19.7,19.19,18.84,18.67,0.378,R,0.28,0.83,,,19.14,29.497,F,6.73,31.491,R,56.21,27.502,0.392,0.766,bllac,plotkin
105752.79-005908.3,164.46996,-0.98565,H,Y,19.65,19.34,19.02,18.72,18.49,0.468,T,0.071,1.14,"C05;A07;P08    ",,18.42,29.839,F,2.81,31.297,R,24.92,27.375,0.287,0.946,bllac,plotkin
105802.92+430441.5,164.51218,43.0782,H,N,19.92,19.53,19.2,18.93,18.63,,U,,1.51,"P08            ",0.57,18.62,29.949,F,312.26,33.514,U,1.641,26.409,0.702,1.359,bllac,plotkin
105829.60+013358.8,164.62337,1.56634,H,Y,18.84,18.31,17.86,17.48,17.15,0.887,T,0.107,1.37,"C05;A07;P08    ",,17.78,31.017,F,3353.64,34.917,R,22.84,28.047,0.768,1.14,bllac,plotkin
105829.89+281746.3,164.62456,28.2962,H,Y,19.45,18.9,18.47,18.14,17.83,,U,,1.71,,0.676,17.8,30.469,F,91.04,33.124,R,4.341,27.02,0.523,1.324,bllac,plotkin
105837.73+562811.1,164.65723,56.46977,H,Y,16.9,16.46,16.18,15.97,15.82,0.143,R,0.077,1.09,"C05;A07;P08    ",,15.95,29.729,F,221.38,32.153,R,40.5,26.381,0.477,1.285,bllac,plotkin
105950.85+434315.3,164.9619,43.72092,H,N,21.22,20.73,19.71,18.99,18.76,0.459,R,0.338,1.19,"A07;P08        ",,18.74,29.686,F,30.7,32.319,R,3.076,26.447,0.518,1.244,bllac,plotkin
110021.06+401928.0,165.08775,40.32447,H,Y,17.6,17.37,17.18,17.03,16.85,,U,,0.77,"A07;P08        ",0.275,17.15,29.972,F,15.47,31.572,R,76.93,27.306,0.315,1.024,bllac,plotkin
110124.72+410847.4,165.35303,41.1465,H,N,19.4,19.1,18.83,18.61,18.39,,U,,0.77,"A07;P08        ",0.433,18.37,29.811,F,24.25,32.166,R,6.288,26.694,0.464,1.197,bllac,plotkin
110222.94+380122.5,165.5956,38.02292,H,N,21.03,20.28,19.39,18.94,18.63,0.392,R,0.268,1.15,"P08            ",,18.61,29.575,F,22.32,32.042,U,2.719,26.223,0.486,1.287,bllac,plotkin
110356.14+002236.3,165.98395,0.37677,H,N,19.94,19.33,18.58,18.17,17.85,0.275,R,0.304,1.87,"C05;P08        ",,18.48,29.455,F,49.58,32.077,U,3.488,25.961,0.516,1.342,bllac,plotkin
110424.07+073053.1,166.10033,7.51475,H,N,17.85,17.4,17.02,16.8,16.53,,U,,1.43,"P08            ",0.224,16.71,29.826,F,71.63,32.057,U,3.179,25.715,0.439,1.579,bllac,plotkin
110704.78+501037.9,166.76993,50.17721,H,N,20.53,20.09,19.53,18.99,18.65,0.706,T,0.237,1.77,"C05;P08        ",,18.62,30.192,F,30.82,32.69,U,1.915,26.713,0.492,1.336,bllac,plotkin
110735.91+022224.4,166.89966,2.37346,H,N,19.41,18.96,18.59,18.41,18.21,,U,,1.21,"C05;P08        ",0.473,18.16,29.95,F,23.83,32.235,U,3.575,26.544,0.45,1.308,bllac,plotkin
110748.06+150210.5,166.95029,15.03627,H,Y,18.61,18.33,18.09,17.91,17.73,0.602,L,0.069,0.61,"A07;P08        ",,17.71,30.419,F,42.59,32.695,R,61.78,28.045,0.448,0.911,bllac,plotkin
110839.62+532721.3,167.1651,53.45594,H,N,20.73,19.89,19.33,19.07,18.83,0.878,L,0.094,1.8,,,19.31,30.474,F,1.61,31.59,U,1.177,26.748,0.22,1.431,bllac,plotkin
110844.76+261532.7,167.18652,26.2591,H,N,19.98,19.54,19.1,18.8,18.56,,U,,1.62,,0.565,18.53,29.971,F,39.94,32.613,U,4.263,26.814,0.52,1.212,bllac,plotkin
110916.16+241120.2,167.31737,24.18895,H,Y,18.96,18.7,18.47,18.25,18.1,0.482,T,0.088,0.38,,,18.08,30.069,F,31.02,32.367,U,3.071,26.499,0.452,1.371,bllac,plotkin
