bname,other_name,ra,dec,z,rmag,btype,flux_1400MHz,flux_143GHz,flux_xray,flux_fermi,aro,aox,arx,catalog
5BZQJ0007-6113,CRATESJ000717-61,00 07 20.58,-61 13 06.31,0.857,19.3,fsrq,87.0,0,0.0,0.0,0.685,-9.9,-9.9,bzcat
5BZQJ0008-2339,PKS 0005-239,00 08 00.36,-23 39 17.89,1.412,15.8,fsrq,375.0,0,0.3,0.0,0.499,1.646,0.931,bzcat
5BZBJ0008-2339,1RXSJ000835.4-23,00 08 35.38,-23 39 27.79,0.147,16.8,bllac,36.0,0,2.42,3.0E-10,0.429,1.038,0.641,bzcat
5BZQJ0008-4619,C16.07,00 08 37.54,-46 19 40.8,1.85,16.6,fsrq,109.0,0,0.0,0.0,0.461,-9.9,-9.9,bzcat
5BZBJ0009+0628,1RXSJ000904.4+06,00 09 03.91,+06 28 21.39,0.0,18.9,bllac,247.0,0,0.55,5.0E-10,0.696,1.149,0.85,bzcat
5BZQJ0009+0625,CRATESJ000917+06,00 09 17.04,+06 25 54.69,2.694,19.0,fsrq,180.0,0,0.08,5.0E-10,0.664,1.365,0.93,bzcat
5BZBJ0009+5030,2FGLJ0009.1+5030,00 09 22.77,+50 30 28.58,0.0,19.4,bllac,12.0,0,0.24,2.2E-9,0.426,1.262,0.709,bzcat
5BZQJ0010+2047,1WGAJ0010.4+2048,00 10 28.74,+20 47 50.09,0.6,19.3,fsrq,159.0,0,0.51,0.0,0.671,1.06,0.811,bzcat
5BZQJ0010+1058,III ZW 2,00 10 31.0,+10 58 29.6,0.089,15.8,fsrq,98.0,1404,6.14,0.0,0.466,1.258,0.743,bzcat
5BZQJ0010+1724,PKS 0008+171,00 10 33.99,+17 24 19.0,1.601,16.7,fsrq,918.0,0,0.65,0.0,0.634,1.377,0.916,bzcat
5BZQJ0010-3027,PKS0008-307,00 10 35.71,-30 27 47.41,1.19,18.8,fsrq,315.0,0,0.17,0.0,0.719,1.281,0.939,bzcat
5BZQJ0010-2945,PKS0008-300,00 10 45.18,-29 45 13.21,2.344,18.8,fsrq,404.0,0,0.0,0.0,0.73,-9.9,-9.9,bzcat
5BZQJ0011-2612,PKS 0008-264,00 11 01.21,-26 12 32.0,1.096,18.8,fsrq,210.0,0,0.0,0.0,0.691,-9.9,-9.9,bzcat
5BZQJ0011-3620,1WGAJ0011.2-3620,00 11 14.71,-36 20 39.4,2.324,21.3,fsrq,66.0,0,0.02,0.0,0.783,1.207,0.981,bzcat
5BZQJ0011+0057,1RXSJ001129.6+00,00 11 30.4,+00 57 51.98,1.492,20.7,fsrq,167.0,0,0.28,5.0E-10,0.803,0.896,0.853,bzcat
5BZGJ0012-1628,BZUJ0012-1628,00 12 33.85,-16 28 07.28,0.151,15.0,bllac_gal,94.0,0,0.9,0.0,0.218,1.715,0.729,bzcat
5BZQJ0012+3353,GC0010+33,00 12 47.35,+33 53 38.61,1.682,20.4,fsrq,81.0,0,0.0,0.0,0.71,-9.9,-9.9,bzcat
5BZBJ0012-3954,PKS0010-401,00 12 59.87,-39 54 25.81,0.0,18.9,bllac,494.0,257,0.0,5.0E-10,0.818,-9.9,-9.9,bzcat
5BZQJ0013-1513,CGRaBSJ0013-1513,00 13 20.7,-15 13 47.2,1.838,19.2,fsrq,117.0,0,0.0,0.0,0.666,-9.9,-9.9,bzcat
5BZQJ0013-0423,PKS 0011-046,00 13 54.11,-04 23 52.11,1.075,19.7,fsrq,303.0,0,0.3,0.0,0.782,1.053,0.896,bzcat
5BZGJ0013-1854,A0011-1910,00 13 56.03,-18 54 06.51,0.095,13.4,bllac_gal,29.0,0,6.49,0.0,0.023,1.634,0.573,bzcat
5BZBJ0013+1910,CRATESJ001356+19,00 13 56.35,+19 10 41.98,0.477,17.7,bllac,161.0,0,0.0,0.0,0.542,-9.9,-9.9,bzcat
5BZBJ0014-5022,BZBJ0014-5022,00 14 11.43,-50 22 34.89,0.0,18.7,bllac,13.0,0,6.98,6.0E-10,0.409,0.747,0.523,bzcat
5BZGJ0014+0854,2E0011.7+0837,00 14 19.75,+08 54 01.4,0.162,17.2,bllac_gal,324.0,0,0.67,0.0,0.486,1.453,0.818,bzcat
5BZQJ0014-3059,PKS0012-312,00 14 37.95,-30 59 19.21,2.785,19.3,fsrq,193.0,0,0.12,0.0,0.701,1.235,0.901,bzcat
5BZBJ0014+5802,1RXSJ001442.2+58,00 14 42.12,+58 02 01.21,0.0,19.0,bllac,8.0,0,1.28,0.0,0.171,1.43,0.598,bzcat
5BZQJ0015-1812,PKS0012-184,00 15 02.47,-18 12 50.68,0.743,19.6,fsrq,387.0,0,0.48,0.0,0.784,1.004,0.87,bzcat
5BZBJ0015+3536,SHBLJ001528.3+35,00 15 27.96,+35 36 39.59,0.0,19.8,bllac,11.0,0,1.42,0.0,0.523,0.762,0.604,bzcat
5BZQJ0015+1700,CRATESJ001541+17,00 15 39.97,+17 00 41.0,1.709,21.0,fsrq,135.0,0,0.0,5.0E-10,0.813,-9.9,-9.9,bzcat
5BZQJ0016-0015,PKS 0013-00,00 16 11.09,-00 15 12.38,1.577,19.9,fsrq,1086.0,0,0.23,4.0E-10,0.892,1.05,0.951,bzcat
5BZQJ0017+8135,S50014+813,00 17 08.45,+81 35 08.19,3.387,15.9,fsrq,693.0,0,0.77,0.0,0.478,1.564,0.873,bzcat
5BZQJ0017-0512,CGRaBSJ0017-0512,00 17 35.81,-05 12 41.61,0.227,17.6,fsrq,174.0,0,0.8,1.4E-9,0.588,1.278,0.832,bzcat
5BZBJ0017+1451,SDSSJ001736.90+1,00 17 36.89,+14 51 01.9,0.303,17.8,bllac,59.0,0,0.0,0.0,0.48,-9.9,-9.9,bzcat
5BZQJ0017-2748,TEX0015-280,00 17 58.99,-27 48 21.09,1.169,19.3,fsrq,344.0,0,0.0,0.0,0.751,-9.9,-9.9,bzcat
5BZBJ0019-8152,1RXSJ001928.1-81,00 19 20.58,-81 52 51.31,0.0,16.1,bllac,83.0,0,0.51,9.0E-10,0.298,1.691,0.77,bzcat
5BZBJ0019+2021,PKS0017+200,00 19 37.84,+20 21 45.79,0.0,20.3,bllac,983.0,0,0.17,7.0E-10,0.962,0.995,0.973,bzcat
5BZQJ0019+2602,4C25.01,00 19 39.78,+26 02 52.4,0.284,15.8,fsrq,683.0,0,1.92,0.0,0.498,1.407,0.808,bzcat
5BZQJ0019-3031,PKS0017-307,00 19 42.67,-30 31 19.19,2.677,19.3,fsrq,507.0,0,0.0,0.0,0.784,-9.9,-9.9,bzcat
5BZQJ0019+7327,1Jy0016+731,00 19 45.77,+73 27 30.31,1.781,18.2,fsrq,1136.0,486,0.11,0.0,0.698,1.585,1.043,bzcat
5BZBJ0021-2550,BZBJ0021-2550,00 21 32.53,-25 50 49.2,0.0,17.5,bllac,69.0,0,0.18,9.0E-10,0.508,1.588,0.874,bzcat
5BZBJ0021-0900,SDSSJ00217-0900,00 21 42.24,-09 00 44.31,0.648,19.3,bllac,45.0,0,0.0,0.0,0.538,-9.9,-9.9,bzcat
5BZBJ0022-5140,2FGLJ0022.3-5141,00 22 00.07,-51 40 24.2,0.0,15.9,bllac,20.0,0,3.22,4.0E-10,0.193,1.368,0.591,bzcat
5BZGJ0022+0006,1RXSJ002200.9+00,00 22 00.95,+00 06 57.99,0.306,18.6,bllac_gal,2.0,0,1.01,0.0,0.198,1.137,0.527,bzcat
5BZQJ0022+4525,B30019+451,00 22 06.61,+45 25 34.1,1.897,20.7,fsrq,345.0,0,0.59,0.0,0.843,0.804,0.851,bzcat
5BZBJ0022-1853,1FGL_J0022.2-185,00 22 09.27,-18 53 34.8,0.0,18.6,bllac,23.0,0,0.69,9.0E-10,0.446,1.155,0.686,bzcat
5BZBJ0022+0608,PKS 0019+058,00 22 32.44,+06 08 04.41,0.0,18.5,bllac,340.0,0,0.25,2.2E-9,0.652,1.356,0.891,bzcat
5BZBJ0024+1602,SDSSJ002401.28+1,00 24 01.26,+16 02 34.0,0.0,18.9,bllac,57.0,0,0.0,0.0,0.533,-9.9,-9.9,bzcat
5BZQJ0024+2439,GB6B0021+2422,00 24 27.32,+24 39 26.6,1.444,21.7,fsrq,150.0,0,0.0,0.0,0.887,-9.9,-9.9,bzcat
5BZQJ0024+0349,GB6J0024+0349,00 24 45.2,+03 49 03.68,0.545,19.6,fsrq,22.0,0,0.0,5.0E-10,0.611,-9.9,-9.9,bzcat
5BZQJ0024-0412,PKSB0022-044,00 24 45.95,-04 12 01.69,1.946,20.5,fsrq,260.0,0,0.0,0.0,0.834,-9.9,-9.9,bzcat
5BZQJ0025-2227,CRATESJ002523-22,00 25 24.24,-22 27 47.59,0.834,18.7,fsrq,202.0,0,0.0,0.0,0.672,-9.9,-9.9,bzcat
5BZBJ0026-4601,1RXSJ002636.3-46,00 26 35.62,-46 01 09.69,0.0,17.5,uncertain,38.0,0,8.01,0.0,0.411,0.974,0.602,bzcat
5BZQJ0026-1112,SDSSJ00268-1112,00 26 51.42,-11 12 52.48,1.118,19.1,fsrq,169.0,0,0.0,0.0,0.679,-9.9,-9.9,bzcat
5BZQJ0027+2241,NAB 0024+22,00 27 15.36,+22 41 58.3,1.119,16.4,fsrq,301.0,0,0.5,0.0,0.516,1.478,0.863,bzcat
5BZGJ0027+2607,1WGAJ0027.4+2607,00 27 26.99,+26 07 06.7,0.36,18.3,bllac_gal,56.0,0,0.85,0.0,0.466,1.22,0.736,bzcat
5BZBJ0028+2408,BZBJ0028+2408,00 28 34.2,+24 08 08.41,0.373,18.8,uncertain,70.0,0,0.0,0.0,0.551,-9.9,-9.9,bzcat
5BZUJ0028+0035,GB6B0026+0019,00 28 39.84,+00 35 41.31,0.687,19.6,uncertain,89.0,0,0.0,0.0,0.582,-9.9,-9.9,bzcat
5BZBJ0028-7045,CRATESJ002841-70,00 28 41.53,-70 45 15.8,0.0,16.7,bllac,94.0,0,0.0,7.0E-10,0.525,-9.9,-9.9,bzcat
5BZQJ0029+0509,1WGAJ0029.0+0509,00 29 03.58,+05 09 34.81,1.633,18.5,fsrq,440.0,0,0.07,0.0,0.711,1.466,0.987,bzcat
5BZQJ0029+0554,PKS0027+056,00 29 45.89,+05 54 40.89,1.314,18.9,fsrq,294.0,0,0.32,0.0,0.712,1.166,0.894,bzcat
5BZBJ0030-0000,--,00 30 07.87,-00 00 07.19,0.0,19.5,bllac,51.0,0,0.0,0.0,0.738,-9.9,-9.9,bzcat
5BZQJ0030-4224,PKS 0027-426,00 30 17.48,-42 24 46.4,0.495,18.2,fsrq,425.0,0,0.46,1.0E-9,0.687,1.243,0.887,bzcat
5BZQJ0031-3922,PKS0028-396,00 31 24.32,-39 22 49.4,1.298,19.8,fsrq,137.0,0,0.0,0.0,0.719,-9.9,-9.9,bzcat
5BZQJ0031-4108,PKS 0029-414,00 31 28.04,-41 08 15.68,0.896,18.2,fsrq,353.0,0,0.29,0.0,0.668,1.294,0.893,bzcat
5BZQJ0032-2649,1WGAJ0032.5-2648,00 32 33.0,-26 49 18.19,1.47,18.4,fsrq,135.0,0,0.15,0.0,0.589,1.36,0.85,bzcat
5BZBJ0032-2849,1WGAJ0032.5-2849,00 32 33.06,-28 49 20.31,0.324,16.2,bllac,160.0,0,0.17,0.0,0.401,1.786,0.884,bzcat
5BZBJ0033-1921,SHBLJ003334.6-19,00 33 34.36,-19 21 32.9,0.0,16.3,bllac,19.0,0,8.43,3.1E-9,0.221,1.144,0.534,bzcat
5BZQJ0034+2754,B2.2 0032+27,00 34 43.49,+27 54 25.7,2.964,18.4,fsrq,828.0,0,0.0,0.0,0.746,-9.9,-9.9,bzcat
5BZBJ0035+1515,1RXSJ003514.9+15,00 35 14.7,+15 15 04.21,0.0,16.8,bllac,18.0,0,3.02,1.1E-9,0.249,1.251,0.589,bzcat
5BZBJ0035+5950,1ES0033+595,00 35 52.62,+59 50 04.3,0.0,17.2,bllac,147.0,0,5.41,2.4E-9,0.284,1.447,0.678,bzcat
5BZQJ0036-0932,FIRSTJ00361-0932,00 36 06.95,-09 32 29.61,1.182,18.8,fsrq,108.0,0,0.0,0.0,0.614,-9.9,-9.9,bzcat
5BZQJ0037-2145,PKS 0034-220,00 37 14.82,-21 45 24.69,2.513,19.6,fsrq,161.0,0,0.0,0.0,0.714,-9.9,-9.9,bzcat
5BZBJ0037+2141,GB6J0037+2142,00 37 23.53,+21 41 53.3,0.598,20.9,uncertain,18.0,0,0.0,0.0,0.678,-9.9,-9.9,bzcat
5BZBJ0037+1238,PGC1413300,00 37 50.87,+12 38 20.0,0.0,16.0,bllac,75.0,0,0.33,1.1E-9,0.253,1.755,0.762,bzcat
5BZQJ0038-2459,PKS 0035-252,00 38 14.72,-24 59 02.18,0.498,19.1,fsrq,413.0,508,1.37,8.0E-10,0.761,0.922,0.828,bzcat
5BZQJ0038-0329,1RXSJ003820.3-03,00 38 20.79,-03 29 58.81,1.858,17.2,fsrq,225.0,0,0.51,0.0,0.555,1.335,0.864,bzcat
5BZQJ0038+4137,S4 0035+41,00 38 24.84,+41 37 06.31,1.353,20.3,fsrq,692.0,0,0.34,0.0,0.893,0.965,0.961,bzcat
5BZQJ0038+1856,GB6J0038+1856,00 38 28.87,+18 56 17.7,1.193,19.5,fsrq,72.0,0,0.0,0.0,0.64,-9.9,-9.9,bzcat
5BZQJ0039-0942,TEX0036-099,00 39 06.28,-09 42 46.79,2.102,20.7,fsrq,154.0,0,0.0,0.0,0.804,-9.9,-9.9,bzcat
5BZQJ0039-1111,TEX0037-114,00 39 31.57,-11 11 02.39,0.552,19.0,fsrq,309.0,0,0.59,0.0,0.71,1.074,0.841,bzcat
5BZUJ0040+4050,1ES0037+405N,00 40 13.8,+40 50 04.7,0.0,19.9,uncertain,47.0,0,1.05,0.0,0.53,0.975,0.681,bzcat
5BZBJ0040-2719,RXSJ00402-2719,00 40 16.4,-27 19 11.6,0.172,18.0,bllac,160.0,0,2.82,0.0,0.65,0.827,0.716,bzcat
5BZBJ0040-3225,PKS0038-326,00 40 30.65,-32 25 20.09,0.0,19.5,bllac,111.0,0,0.0,0.0,0.77,-9.9,-9.9,bzcat
5BZQJ0040-0146,PKS 0038-020,00 40 57.6,-01 46 31.9,1.178,18.3,fsrq,573.0,0,0.36,0.0,0.723,1.235,0.919,bzcat
5BZQJ0042-4030,PKSB0039-407,00 42 01.2,-40 30 39.2,2.478,19.3,fsrq,190.0,0,0.0,0.0,0.704,-9.9,-9.9,bzcat
5BZQJ0042+2320,GC0039+23,00 42 04.55,+23 20 01.28,1.426,20.6,fsrq,1269.0,0,0.0,8.0E-10,0.976,-9.9,-9.9,bzcat
5BZBJ0042+3641,1RXSJ004208.1+36,00 42 08.09,+36 41 12.98,0.0,18.5,bllac,12.0,0,1.52,0.0,0.383,1.078,0.619,bzcat
5BZQJ0042+1509,GB6J0042+1509,00 42 13.57,+15 09 15.4,1.159,20.7,fsrq,156.0,0,0.36,0.0,0.794,0.874,0.84,bzcat
5BZQJ0042+1009,GB6J0042+1009,00 42 44.35,+10 09 49.5,1.657,22.1,fsrq,232.0,0,0.0,0.0,0.949,-9.9,-9.9,bzcat
5BZUJ0043-2639,Q 0040-2655,00 43 22.72,-26 39 06.01,0.451,17.3,uncertain,78.0,0,0.37,0.0,0.422,1.499,0.806,bzcat
5BZQJ0043+0025,PKS 0041+001,00 43 32.7,+00 25 00.01,1.128,19.2,fsrq,123.0,0,0.0,0.0,0.656,-9.9,-9.9,bzcat
5BZQJ0043+3426,BZQJ0043+3426,00 43 48.89,+34 26 25.9,0.966,19.9,fsrq,93.0,0,0.0,1.9E-9,0.665,-9.9,-9.9,bzcat
5BZQJ0044-3752,--,00 44 17.04,-37 52 59.19,0.483,19.3,fsrq,19.0,0,0.0,0.0,0.579,-9.9,-9.9,bzcat
5BZQJ0044-8422,BZQJ0044-8422,00 44 26.56,-84 22 40.0,1.032,17.8,fsrq,530.0,0,0.0,7.0E-10,0.652,-9.9,-9.9,bzcat
5BZBJ0045+2127,RXJ00453+2127,00 45 19.27,+21 27 40.1,0.0,16.8,bllac,49.0,0,1.85,1.5E-9,0.356,1.323,0.683,bzcat
5BZQJ0045-2243,BZQJ0045-2243,00 45 39.59,-22 43 55.09,1.538,16.7,fsrq,156.0,0,0.52,0.0,0.48,1.411,0.816,bzcat
5BZBJ0045+1217,1RXSJ004544.0+12,00 45 43.32,+12 17 11.79,0.0,17.4,bllac,104.0,0,0.56,1.0E-9,0.423,1.441,0.768,bzcat
5BZQJ0046+3900,BZQJ0046+3900,00 46 47.54,+39 00 47.41,0.958,20.9,fsrq,195.0,0,0.0,0.0,0.829,-9.9,-9.9,bzcat
5BZBJ0047+5657,GB6B0044+5641,00 47 00.42,+56 57 42.4,0.0,18.9,bllac,190.0,0,0.0,2.0E-9,0.557,-9.9,-9.9,bzcat
5BZBJ0047+2017,EXO0044.4+2001,00 47 09.78,+20 17 29.5,0.0,16.9,uncertain,100.0,0,3.18,0.0,0.405,1.226,0.683,bzcat
5BZQJ0047+2435,CRATESJ004743+24,00 47 43.86,+24 35 15.89,0.62,19.6,fsrq,268.0,0,0.0,0.0,0.762,-9.9,-9.9,bzcat
5BZQJ0047-8256,PKS 0047-832,00 47 51.38,-82 56 49.41,1.112,16.8,fsrq,204.0,0,0.0,0.0,0.506,-9.9,-9.9,bzcat
5BZBJ0047+3948,5C 3.178,00 47 55.21,+39 48 57.6,0.252,17.3,bllac,92.0,0,0.22,0.0,0.429,1.542,0.813,bzcat
5BZQJ0048+2235,2FGLJ0047.9+2232,00 48 02.6,+22 35 24.28,1.161,18.6,fsrq,84.0,0,0.05,1.5E-9,0.572,1.523,0.909,bzcat
5BZGJ0048+3157,MARK 348,00 48 47.14,+31 57 25.2,0.015,13.1,bllac_gal,292.0,0,0.12,0.0,0.208,2.378,0.944,bzcat
5BZUJ0049-4457,RXSJ00492-4457,00 49 16.6,-44 57 11.01,0.121,15.8,uncertain,206.0,0,2.31,0.0,0.388,1.437,0.749,bzcat
5BZQJ0049-3116,PKS 0046-315,00 49 22.88,-31 16 27.29,2.721,17.7,fsrq,161.0,0,0.0,0.0,0.559,-9.9,-9.9,bzcat
5BZQJ0049-2509,TEX0047-254,00 49 33.72,-25 09 33.98,1.472,21.5,fsrq,95.0,0,0.05,0.0,0.818,1.053,0.91,bzcat
5BZQJ0049+5128,1RXSJ004937.7+51,00 49 37.95,+51 28 14.01,0.87,20.8,fsrq,144.0,585,0.37,0.0,0.761,0.996,0.877,bzcat
5BZBJ0049+0237,PKS 0047+023,00 49 43.21,+02 37 03.89,0.0,18.5,bllac,425.0,0,0.29,7.0E-10,0.671,1.325,0.893,bzcat
5BZQJ0049-5738,PKS0047-579,00 49 59.51,-57 38 26.69,1.797,16.5,fsrq,2111.0,0,0.47,5.0E-10,0.685,1.446,0.951,bzcat
5BZQJ0050-0452,PKS 0047-051,00 50 21.53,-04 52 20.31,0.922,19.3,fsrq,254.0,0,0.0,5.0E-10,0.722,-9.9,-9.9,bzcat
5BZBJ0050-0929,PKS0048-09,00 50 41.29,-09 29 04.88,0.0,15.8,bllac,814.0,333,2.33,3.9E-9,0.529,1.447,0.84,bzcat
5BZQJ0051-0650,PKS0048-71,00 51 08.2,-06 50 01.89,1.975,19.5,fsrq,905.0,1073,0.27,1.2E-9,0.844,1.096,0.956,bzcat
5BZQJ0051-4226,PKS0048-427,00 51 09.48,-42 26 32.78,1.749,19.5,fsrq,676.0,0,0.23,0.0,0.833,1.115,0.971,bzcat
5BZBJ0051-6242,1RXSJ005117.7-62,00 51 16.64,-62 42 04.39,0.0,16.7,bllac,43.0,0,2.89,1.4E-9,0.324,1.258,0.641,bzcat
5BZQJ0052+4402,BZQJ0052+4402,00 52 27.82,+44 02 54.59,2.624,18.0,fsrq,146.0,0,0.0,0.0,0.542,-9.9,-9.9,bzcat
5BZQJ0052-2825,Q 0050-2842,00 52 52.54,-28 25 54.01,1.643,19.0,fsrq,224.0,0,0.25,0.0,0.693,1.173,0.873,bzcat
5BZBJ0054-2455,2FGLJ0055.0-2454,00 54 46.74,-24 55 28.99,0.0,16.9,bllac,24.0,0,1.83,4.0E-10,0.29,1.304,0.634,bzcat
5BZGJ0056-0936,IPC0053-0952,00 56 20.05,-09 36 30.59,0.103,15.2,bllac_gal,199.0,0,4.2,0.0,0.318,1.441,0.702,bzcat
5BZBJ0056-2117,1RXSJ005634.0-21,00 56 32.27,-21 17 07.9,0.0,16.7,bllac,90.0,0,0.46,5.0E-10,0.436,1.565,0.819,bzcat
5BZBJ0056+1625,BZBJ0056+1625,00 56 55.25,+16 25 13.51,0.206,20.9,uncertain,125.0,0,0.0,0.0,0.821,-9.9,-9.9,bzcat
5BZQJ0057-0024,PKS 0054-006,00 57 16.98,-00 24 32.61,2.747,19.1,fsrq,134.0,0,0.0,0.0,0.651,-9.9,-9.9,bzcat
5BZBJ0057-2212,1WGAJ0057.3-2212,00 57 19.25,-22 12 37.11,0.0,20.6,bllac,98.0,0,0.06,0.0,0.81,1.077,0.901,bzcat
5BZBJ0058-3234,2FGLJ0057.9-3236,00 58 02.21,-32 34 20.6,0.0,18.8,bllac,186.0,0,0.09,9.0E-10,0.683,1.449,0.943,bzcat
5BZQJ0058-0539,PKS 0055-059,00 58 05.07,-05 39 52.3,1.246,18.6,fsrq,742.0,0,0.0,0.0,0.754,-9.9,-9.9,bzcat
5BZBJ0058+1723,RXJ00582+1723,00 58 16.78,+17 23 13.48,0.0,19.1,bllac,9.0,0,3.88,0.0,0.417,0.767,0.536,bzcat
5BZUJ0058+3311,GC0055+32,00 58 32.05,+33 11 17.41,1.369,20.9,uncertain,161.0,0,0.0,8.0E-10,0.729,-9.9,-9.9,bzcat
5BZQJ0058+0620,GB6J0058+0620,00 58 33.79,+06 20 06.39,0.592,20.9,fsrq,90.0,0,0.31,0.0,0.815,0.894,0.873,bzcat
5BZUJ0058-5659,1Jy0056-572,00 58 46.57,-56 59 11.5,0.0,17.4,uncertain,485.0,663,1.38,6.0E-10,0.639,1.283,0.857,bzcat
5BZBJ0058-5219,PKS 0056-525,00 58 55.85,-52 19 28.09,0.0,20.2,bllac,86.0,0,0.0,0.0,0.822,-9.9,-9.9,bzcat
5BZQJ0059+0006,1Jy0056-001,00 59 05.51,+00 06 51.69,0.719,17.5,fsrq,2510.0,0,0.47,0.0,0.754,1.337,0.952,bzcat
5BZGJ0059-0150,2FGLJ0059.2-0151,00 59 16.91,-01 50 17.69,0.114,17.1,bllac_gal,18.0,0,1.01,2.0E-10,0.268,1.386,0.651,bzcat
5BZQJ0100-3337,PKS0057-338,01 00 09.29,-33 37 32.19,0.874,19.4,fsrq,70.0,0,0.07,0.0,0.658,1.347,0.926,bzcat
5BZUJ0100+0745,BZUJ0100+0745,01 00 20.8,+07 45 51.4,0.0,21.3,uncertain,99.0,0,0.0,2.0E-9,0.769,-9.9,-9.9,bzcat
5BZQJ0100+3345,GB6B0057+3329,01 00 38.28,+33 45 06.19,2.144,19.7,fsrq,84.0,0,0.0,0.0,0.662,-9.9,-9.9,bzcat
5BZBJ0100-0055,BZBJ0100-0055,01 00 58.18,-00 55 47.38,0.0,18.7,bllac,33.0,0,0.0,0.0,0.481,-9.9,-9.9,bzcat
5BZQJ0102-8012,PKS0101-804,01 02 14.81,-80 12 39.38,1.169,19.8,fsrq,113.0,0,0.17,0.0,0.724,1.163,0.934,bzcat
5BZQJ0102-7546,PKS 0101-76,01 02 18.59,-75 46 50.98,1.017,17.8,fsrq,184.0,0,0.28,0.0,0.601,1.371,0.897,bzcat
5BZQJ0102+4214,BZQJ0102+4214,01 02 27.11,+42 14 19.28,0.874,18.7,fsrq,43.0,0,0.0,8.0E-10,0.557,-9.9,-9.9,bzcat
5BZQJ0102-2646,HBQS0100-27,01 02 56.34,-26 46 36.08,1.597,17.5,fsrq,291.0,0,0.51,0.0,0.593,1.288,0.84,bzcat
5BZGJ0103+1526,CRATESJ010327+15,01 03 26.01,+15 26 24.79,0.246,17.2,bllac_gal,225.0,0,0.0,0.0,0.493,-9.9,-9.9,bzcat
5BZGJ0103+4322,BZBJ0103+4322,01 03 28.85,+43 22 59.91,0.0,19.2,bllac_gal,40.0,0,0.0,0.0,0.505,-9.9,-9.9,bzcat
5BZUJ0103-6439,PKS 0101-649,01 03 33.71,-64 39 07.59,0.163,14.9,uncertain,153.0,0,1.92,0.0,0.371,1.604,0.803,bzcat
5BZQJ0104-2416,PCCS1353G170.52-,01 04 58.19,-24 16 28.41,1.747,19.9,fsrq,235.0,617,0.0,8.0E-10,0.784,-9.9,-9.9,bzcat
5BZUJ0106+3402,B20103+33,01 06 00.29,+34 02 03.01,0.579,24.1,uncertain,348.0,0,0.0,0.0,1.092,-9.9,-9.9,bzcat
5BZGJ0106+2539,CRATESJ010610+25,01 06 10.97,+25 39 30.49,0.199,17.4,bllac_gal,130.0,0,0.0,0.0,0.501,-9.9,-9.9,bzcat
5BZQJ0106-0155,PKS 0103-021,01 06 22.98,-01 55 38.38,2.194,19.2,fsrq,603.0,0,0.0,0.0,0.788,-9.9,-9.9,bzcat
5BZQJ0106-2718,PKS 0104-275,01 06 26.08,-27 18 11.8,2.486,18.6,fsrq,455.0,0,0.0,0.0,0.723,-9.9,-9.9,bzcat
5BZQJ0106-1034,1RXSJ010644.5-10,01 06 44.15,-10 34 10.3,0.469,18.1,fsrq,276.0,0,0.85,0.0,0.615,1.169,0.807,bzcat
5BZQJ0106-4034,PKS0104-408,01 06 45.11,-40 34 19.99,0.584,18.9,fsrq,662.0,625,0.54,0.0,0.855,1.106,0.981,bzcat
5BZQJ0107+2611,CRATESJ010748+26,01 07 47.88,+26 11 08.59,0.522,21.3,fsrq,190.0,0,0.0,0.0,0.885,-9.9,-9.9,bzcat
5BZQJ0108-0037,PKS 0105-008,01 08 26.83,-00 37 24.2,1.374,17.3,fsrq,933.0,0,0.0,0.0,0.671,-9.9,-9.9,bzcat
5BZQJ0108+0135,PKS0106+01,01 08 38.76,+01 35 00.31,2.099,18.1,fsrq,2621.0,1634,0.22,6.4E-9,0.838,1.325,1.059,bzcat
5BZBJ0109+1816,CRATESJ010907+18,01 09 08.17,+18 16 07.5,0.0,16.9,bllac,90.0,0,4.51,5.0E-10,0.395,1.165,0.656,bzcat
5BZQJ0109+6133,IRAS01065+6117,01 09 46.33,+61 33 30.49,0.783,19.4,fsrq,305.0,664,0.33,5.0E-10,0.503,1.617,0.905,bzcat
5BZGJ0110+4149,GB6B0107+4134,01 10 04.79,+41 49 50.91,0.096,15.7,bllac_gal,85.0,0,1.17,0.0,0.235,1.606,0.701,bzcat
5BZBJ0110-0047,SDSSJ01102-0047,01 10 12.66,-00 47 46.78,0.548,19.8,bllac,29.0,0,0.0,0.0,0.607,-9.9,-9.9,bzcat
5BZUJ0110+6805,GB6B0106+6749,01 10 12.86,+68 05 41.2,0.0,16.5,uncertain,1715.0,0,0.28,1.9E-9,0.37,2.111,0.96,bzcat
5BZBJ0110-0415,CRATESJ011031-04,01 10 30.89,-04 15 30.99,0.0,18.2,bllac,164.0,0,0.48,0.0,0.602,1.312,0.843,bzcat
5BZQJ0110-1648,1RXSJ011034.9-16,01 10 35.51,-16 48 27.68,0.78,15.8,fsrq,106.0,0,1.87,0.0,0.365,1.359,0.708,bzcat
5BZQJ0110-0741,PKS 0108-079,01 10 50.02,-07 41 41.1,1.779,18.9,fsrq,846.0,0,0.0,0.0,0.793,-9.9,-9.9,bzcat
5BZBJ0111+0536,RXJ01115+0536,01 11 30.18,+05 36 27.28,0.346,18.8,uncertain,16.0,0,2.08,0.0,0.387,0.99,0.604,bzcat
5BZUJ0111+3906,1Jy0108+388,01 11 37.31,+39 06 28.11,0.668,22.0,uncertain,429.0,0,0.03,0.0,0.977,1.208,1.107,bzcat
