id , Source name , Other name , RA (J2000.0) , Dec (J2000.0) , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Comment on redshift , Comment on rmag , Commenton radio flux , Fermi flux1-100 GeV(ph/cm2/s) , aro-aox-arx
107 , "5BZGJ0040-2340 " , "BZUJ0040-2340 " , "00 40 24.89" , "-23 40 00.58" , "86.62" , "-85.74" , 0.213 , 17.3 , 7309 , 53 , 0 , 0.09 , " ? " , " " , " " , 0 , 0.388
108 , "5BZBJ0040-3225 " , "PKS0038-326 " , "00 40 30.65" , "-32 25 20.09" , "326.39" , "-84.21" , 0 , 19.5 , 7300 , 111 , 0 , 0 , ". " , " " , " " , 0 , 0.77
109 , "5BZQJ0040-0146 " , "PKS 0038-020 " , "00 40 57.6" , "-01 46 31.9" , "116.83" , "-64.53" , 1.178 , 18.3 , 7211 , 573 , 0 , 0.36 , ". " , " " , " " , 0 , 0.723
110 , "5BZQJ0042-4030 " , "PKSB0039-407 " , "00 42 01.2" , "-40 30 39.2" , "310.6" , "-76.48" , 2.478 , 19.3 , 7211 , 190 , 0 , 0 , ". " , " " , " " , 0 , 0.704
111 , "5BZQJ0042+2320 " , "GC0039+23 " , "00 42 04.55" , "+23 20 01.28" , "120.14" , "-39.49" , 1.426 , 20.6 , 7211 , 1269 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.976
112 , "5BZBJ0042+3641 " , "1RXSJ004208.1+36" , "00 42 08.09" , "+36 41 12.98" , "120.85" , "-26.15" , 0 , 18.5 , 7300 , 12 , 0 , 1.52 , ". " , " " , " " , 0 , 0.383
113 , "5BZQJ0042+1509 " , "GB6J0042+1509 " , "00 42 13.57" , "+15 09 15.4" , "119.63" , "-47.66" , 1.159 , 20.7 , 7211 , 156 , 0 , 0.36 , ". " , " " , " " , 0 , 0.794
114 , "5BZQJ0042+1009 " , "GB6J0042+1009 " , "00 42 44.35" , "+10 09 49.5" , "119.4" , "-52.65" , 1.657 , 22.1 , 7211 , 232 , 0 , 0 , ". " , " " , " " , 0 , 0.949
115 , "5BZUJ0043-2639 " , "Q 0040-2655 " , "00 43 22.72" , "-26 39 06.01" , "47.38" , "-88.15" , 0.451 , 17.3 , 7900 , 78 , 0 , 0.37 , ". " , " " , " " , 0 , 0.422
116 , "5BZQJ0043+0025 " , "PKS 0041+001 " , "00 43 32.7" , "+00 25 00.01" , "118.67" , "-62.39" , 1.128 , 19.2 , 7211 , 123 , 0 , 0 , ". " , " " , " " , 0 , 0.656
117 , "5BZQJ0043+3426 " , "BZQJ0043+3426 " , "00 43 48.89" , "+34 26 25.9" , "121.14" , "-28.41" , 0.966 , 19.9 , 7211 , 93 , 0 , 0 , ". " , " " , " " , 1.9e-9 , 0.665
118 , "5BZQJ0044-3752 " , "-- " , "00 44 17.04" , "-37 52 59.19" , "310.44" , "-79.15" , 0.483 , 19.3 , 7211 , 19 , 0 , 0 , ". " , " " , " " , 0 , 0.579
119 , "5BZQJ0044-8422 " , "BZQJ0044-8422 " , "00 44 26.56" , "-84 22 40.0" , "303.13" , "-32.75" , 1.032 , 17.8 , 7211 , 530 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.652
120 , "5BZBJ0045+2127 " , "RXJ00453+2127 " , "00 45 19.27" , "+21 27 40.1" , "121.03" , "-41.39" , 0 , 16.8 , 7300 , 49 , 0 , 1.85 , ". " , " " , " " , 1.5e-9 , 0.356
121 , "5BZQJ0045-2243 " , "BZQJ0045-2243 " , "00 45 39.59" , "-22 43 55.09" , "106.03" , "-85.42" , 1.538 , 16.7 , 7211 , 156 , 0 , 0.52 , ". " , " " , " " , 0 , 0.48
122 , "5BZBJ0045+1217 " , "1RXSJ004544.0+12" , "00 45 43.32" , "+12 17 11.79" , "120.73" , "-50.56" , 0 , 17.4 , 7300 , 104 , 0 , 0.56 , ". " , " " , " " , 1e-9 , 0.423
123 , "5BZQJ0046+3900 " , "BZQJ0046+3900 " , "00 46 47.54" , "+39 00 47.41" , "121.94" , "-23.85" , 0.958 , 20.9 , 7211 , 195 , 0 , 0 , ". " , " " , " " , 0 , 0.829
124 , "5BZBJ0047+5657 " , "GB6B0044+5641 " , "00 47 00.42" , "+56 57 42.4" , "122.32" , "-5.91" , 0 , 18.9 , 7300 , 190 , 0 , 0 , ". " , " " , " " , 2e-9 , 0.557
125 , "5BZBJ0047+2017 " , "EXO0044.4+2001 " , "00 47 09.78" , "+20 17 29.5" , "121.57" , "-42.57" , 0 , 16.9 , 7390 , 100 , 0 , 3.18 , ". " , " " , " " , 0 , 0.405
126 , "5BZQJ0047+2435 " , "CRATESJ004743+24" , "00 47 43.86" , "+24 35 15.89" , "121.85" , "-38.28" , 0.62 , 19.6 , 7211 , 268 , 0 , 0 , ". " , " " , " " , 0 , 0.762
127 , "5BZQJ0047-8256 " , "PKS 0047-832 " , "00 47 51.38" , "-82 56 49.41" , "303.06" , "-34.19" , 1.112 , 16.8 , 7211 , 204 , 0 , 0 , ". " , " " , " " , 0 , 0.506
128 , "5BZBJ0047+3948 " , "5C 3.178 " , "00 47 55.21" , "+39 48 57.6" , "122.19" , "-23.05" , 0.252 , 17.3 , 7300 , 92 , 0 , 0.22 , ". " , " " , " " , 0 , 0.429
129 , "5BZQJ0048+2235 " , "2FGLJ0047.9+2232" , "00 48 02.6" , "+22 35 24.28" , "121.9" , "-40.28" , 1.161 , 18.6 , 7211 , 84 , 0 , 0.05 , ". " , " " , " " , 1.5e-9 , 0.572
130 , "5BZGJ0048+3157 " , "MARK 348 " , "00 48 47.14" , "+31 57 25.2" , "122.27" , "-30.91" , 0.015 , 13.1 , 7309 , 292 , 0 , 0.12 , ". " , " " , " " , 0 , 0.208
131 , "5BZUJ0049-4457 " , "RXSJ00492-4457 " , "00 49 16.6" , "-44 57 11.01" , "304.18" , "-72.18" , 0.121 , 15.8 , 7900 , 206 , 0 , 2.31 , ". " , " " , " " , 0 , 0.388
132 , "5BZQJ0049-3116 " , "PKS 0046-315 " , "00 49 22.88" , "-31 16 27.29" , "308.98" , "-85.84" , 2.721 , 17.7 , 7211 , 161 , 0 , 0 , ". " , " " , " " , 0 , 0.559
133 , "5BZQJ0049-2509 " , "TEX0047-254 " , "00 49 33.72" , "-25 09 33.98" , "110.76" , "-87.99" , 1.472 , 21.5 , 7211 , 95 , 0 , 0.05 , ". " , " " , " " , 0 , 0.818
134 , "5BZQJ0049+5128 " , "1RXSJ004937.7+51" , "00 49 37.95" , "+51 28 14.01" , "122.64" , "-11.4" , 0.87 , 20.8 , 7211 , 144 , 585 , 0.37 , ". " , " " , " " , 0 , 0.761
135 , "5BZBJ0049+0237 " , "PKS 0047+023 " , "00 49 43.21" , "+02 37 03.89" , "122.06" , "-60.25" , 0 , 18.5 , 7300 , 425 , 0 , 0.29 , ". " , " " , " " , 7e-10 , 0.671
136 , "5BZQJ0049-5738 " , "PKS0047-579 " , "00 49 59.51" , "-57 38 26.69" , "303.31" , "-59.49" , 1.797 , 16.5 , 7211 , 2111 , 0 , 0.47 , ". " , " " , " " , 5e-10 , 0.685
137 , "5BZQJ0050-0452 " , "PKS 0047-051 " , "00 50 21.53" , "-04 52 20.31" , "122.22" , "-67.75" , 0.922 , 19.3 , 7211 , 254 , 0 , 0 , ". " , " " , " " , 5e-10 , 0.722
138 , "5BZBJ0050-0929 " , "PKS0048-09 " , "00 50 41.29" , "-09 29 04.88" , "122.32" , "-72.36" , 0 , 15.8 , 7300 , 814 , 333 , 2.33 , ". " , " " , " " , 3.9e-9 , 0.529
139 , "5BZQJ0051-0650 " , "PKS0048-71 " , "00 51 08.2" , "-06 50 01.89" , "122.71" , "-69.71" , 1.975 , 19.5 , 7211 , 905 , 1073 , 0.27 , ". " , " " , " " , 1.2e-9 , 0.844
140 , "5BZQJ0051-4226 " , "PKS0048-427 " , "00 51 09.48" , "-42 26 32.78" , "303.12" , "-74.69" , 1.749 , 19.5 , 7211 , 676 , 0 , 0.23 , ". " , " " , " " , 0 , 0.833
141 , "5BZBJ0051-6242 " , "1RXSJ005117.7-62" , "00 51 16.64" , "-62 42 04.39" , "302.96" , "-54.43" , 0 , 16.7 , 7300 , 43 , 0 , 2.89 , ". " , " " , " " , 1.4e-9 , 0.324
142 , "5BZQJ0052+4402 " , "BZQJ0052+4402 " , "00 52 27.82" , "+44 02 54.59" , "123.12" , "-18.83" , 2.624 , 18 , 7211 , 146 , 0 , 0 , ". " , " " , " " , 0 , 0.542
143 , "5BZQJ0052-2825 " , "Q 0050-2842 " , "00 52 52.54" , "-28 25 54.01" , "289.28" , "-88.67" , 1.643 , 19 , 7211 , 224 , 0 , 0.25 , ". " , " " , " " , 0 , 0.693
144 , "5BZBJ0054-2455 " , "2FGLJ0055.0-2454" , "00 54 46.74" , "-24 55 28.99" , "141.91" , "-87.68" , 0 , 16.9 , 7300 , 24 , 0 , 1.83 , ". " , " " , " " , 4e-10 , 0.29
145 , "5BZGJ0056-0936 " , "IPC0053-0952 " , "00 56 20.05" , "-09 36 30.59" , "126.93" , "-72.45" , 0.103 , 15.2 , 7309 , 199 , 0 , 4.2 , ". " , " " , " " , 0 , 0.318
146 , "5BZBJ0056-2117 " , "1RXSJ005634.0-21" , "00 56 32.27" , "-21 17 07.9" , "134.45" , "-84.05" , 0 , 16.7 , 7300 , 90 , 0 , 0.46 , ". " , " " , " " , 5e-10 , 0.436
147 , "5BZBJ0056+1625 " , "BZBJ0056+1625 " , "00 56 55.25" , "+16 25 13.51" , "124.83" , "-46.43" , 0.206 , 20.9 , 7390 , 125 , 0 , 0 , ". " , " " , " " , 0 , 0.821
148 , "5BZQJ0057-0024 " , "PKS 0054-006 " , "00 57 16.98" , "-00 24 32.61" , "126.17" , "-63.25" , 2.747 , 19.1 , 7211 , 134 , 0 , 0 , ". " , " " , " " , 0 , 0.651
149 , "5BZBJ0057-2212 " , "1WGAJ0057.3-2212" , "00 57 19.25" , "-22 12 37.11" , "138.44" , "-84.91" , 0 , 20.6 , 7300 , 98 , 0 , 0.06 , ". " , " " , " " , 0 , 0.81
150 , "5BZBJ0058-3234 " , "2FGLJ0057.9-3236" , "00 58 02.21" , "-32 34 20.6" , "288.6" , "-84.38" , 0 , 18.8 , 7300 , 186 , 0 , 0.09 , ". " , " " , " " , 9e-10 , 0.683
151 , "5BZQJ0058-0539 " , "PKS 0055-059 " , "00 58 05.07" , "-05 39 52.3" , "127.44" , "-68.48" , 1.246 , 18.6 , 7211 , 742 , 0 , 0 , ". " , " " , " " , 0 , 0.754
152 , "5BZBJ0058+1723 " , "RXJ00582+1723 " , "00 58 16.78" , "+17 23 13.48" , "125.25" , "-45.46" , 0 , 19.1 , 7300 , 9 , 0 , 3.88 , ". " , " " , " " , 0 , 0.417
153 , "5BZUJ0058+3311 " , "GC0055+32 " , "00 58 32.05" , "+33 11 17.41" , "124.64" , "-29.66" , 1.369 , 20.9 , 7900 , 161 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.729
154 , "5BZQJ0058+0620 " , "GB6J0058+0620 " , "00 58 33.79" , "+06 20 06.39" , "126.14" , "-56.5" , 0.592 , 20.9 , 7211 , 90 , 0 , 0.31 , ". " , " " , " " , 0 , 0.815
155 , "5BZUJ0058-5659 " , "1Jy0056-572 " , "00 58 46.57" , "-56 59 11.5" , "300.92" , "-60.12" , 0 , 17.4 , 7900 , 485 , 663 , 1.38 , ". " , " " , " " , 6e-10 , 0.639
156 , "5BZBJ0058-5219 " , "PKS 0056-525 " , "00 58 55.85" , "-52 19 28.09" , "300.24" , "-64.77" , 0 , 20.2 , 7300 , 86 , 0 , 0 , ". " , " " , " " , 0 , 0.822
157 , "5BZQJ0059+0006 " , "1Jy0056-001 " , "00 59 05.51" , "+00 06 51.69" , "127.1" , "-62.7" , 0.719 , 17.5 , 7211 , 2510 , 0 , 0.47 , ". " , " " , " " , 0 , 0.754
158 , "5BZGJ0059-0150 " , "2FGLJ0059.2-0151" , "00 59 16.91" , "-01 50 17.69" , "127.51" , "-64.64" , 0.114 , 17.1 , 7309 , 18 , 0 , 1.01 , ". " , " " , " " , 2e-10 , 0.268
159 , "5BZQJ0100-3337 " , "PKS0057-338 " , "01 00 09.29" , "-33 37 32.19" , "287.33" , "-83.24" , 0.874 , 19.4 , 7211 , 70 , 0 , 0.07 , ". " , " " , " " , 0 , 0.658
160 , "5BZUJ0100+0745 " , "BZUJ0100+0745 " , "01 00 20.8" , "+07 45 51.4" , "126.78" , "-55.04" , 0 , 21.3 , 7900 , 99 , 0 , 0 , ". " , " " , " " , 2e-9 , 0.769
161 , "5BZQJ0100+3345 " , "GB6B0057+3329 " , "01 00 38.28" , "+33 45 06.19" , "125.12" , "-29.08" , 2.144 , 19.7 , 7211 , 84 , 0 , 0 , ". " , " " , " " , 0 , 0.662
162 , "5BZBJ0100-0055 " , "BZBJ0100-0055 " , "01 00 58.18" , "-00 55 47.38" , "128.31" , "-63.71" , 0 , 18.7 , 7300 , 33 , 0 , 0 , ". " , " " , " " , 0 , 0.481
163 , "5BZQJ0102-8012 " , "PKS0101-804 " , "01 02 14.81" , "-80 12 39.38" , "302.35" , "-36.91" , 1.169 , 19.8 , 7211 , 113 , 0 , 0.17 , ". " , " " , " " , 0 , 0.724
164 , "5BZQJ0102-7546 " , "PKS 0101-76 " , "01 02 18.59" , "-75 46 50.98" , "302.04" , "-41.34" , 1.017 , 17.8 , 7211 , 184 , 0 , 0.28 , ". " , " " , " " , 0 , 0.601
165 , "5BZQJ0102+4214 " , "BZQJ0102+4214 " , "01 02 27.11" , "+42 14 19.28" , "125.1" , "-20.59" , 0.874 , 18.7 , 7211 , 43 , 0 , 0 , ". " , " " , " " , 8e-10 , 0.557
166 , "5BZUJ0102+5824 " , "PLCKERC217G124.4" , "01 02 45.76" , "+58 24 11.08" , "124.41" , "-4.44" , 0.644 , 19 , 7900 , 849 , 1376 , 0.79 , " ? " , " " , " " , 2.8e-9 , 0.653
167 , "5BZQJ0102-2646 " , "HBQS0100-27 " , "01 02 56.34" , "-26 46 36.08" , "205.73" , "-87.42" , 1.597 , 17.5 , 7211 , 291 , 0 , 0.51 , ". " , " " , " " , 0 , 0.593
168 , "5BZGJ0103+1526 " , "CRATESJ010327+15" , "01 03 26.01" , "+15 26 24.79" , "127.19" , "-47.34" , 0.246 , 17.2 , 7309 , 225 , 0 , 0 , ". " , " " , " " , 0 , 0.493
169 , "5BZGJ0103+4322 " , "BZBJ0103+4322 " , "01 03 28.85" , "+43 22 59.91" , "125.25" , "-19.44" , 0 , 19.2 , 7309 , 40 , 0 , 0 , ". " , " " , " " , 0 , 0.505
170 , "5BZUJ0103-6439 " , "PKS 0101-649 " , "01 03 33.71" , "-64 39 07.59" , "300.8" , "-52.43" , 0.163 , 14.9 , 7900 , 153 , 0 , 1.92 , ". " , " " , " " , 0 , 0.371
171 , "5BZQJ0104-2416 " , "PCCS1353G170.52-" , "01 04 58.19" , "-24 16 28.41" , "170.54" , "-85.83" , 1.747 , 19.9 , 7211 , 235 , 617 , 0 , ". " , " " , " " , 8e-10 , 0.784
172 , "5BZBJ0105+3928 " , "GB6B0102+3912 " , "01 05 09.29" , "+39 28 15.31" , "125.81" , "-23.33" , 0.44 , 18.2 , 7300 , 91 , 0 , 0 , " ? " , " " , " " , 6e-10 , 0.471
173 , "5BZUJ0106+3402 " , "B20103+33 " , "01 06 00.29" , "+34 02 03.01" , "126.37" , "-28.74" , 0.579 , 24.1 , 7900 , 348 , 0 , 0 , ". " , " " , " " , 0 , 1.092
174 , "5BZGJ0106+2539 " , "CRATESJ010610+25" , "01 06 10.97" , "+25 39 30.49" , "127.09" , "-37.1" , 0.199 , 17.4 , 7309 , 130 , 0 , 0 , ". " , " " , " " , 0 , 0.501
175 , "5BZQJ0106-0155 " , "PKS 0103-021 " , "01 06 22.98" , "-01 55 38.38" , "131.64" , "-64.55" , 2.194 , 19.2 , 7211 , 603 , 0 , 0 , ". " , " " , " " , 0 , 0.788
176 , "5BZQJ0106-2718 " , "PKS 0104-275 " , "01 06 26.08" , "-27 18 11.8" , "216.76" , "-86.67" , 2.486 , 18.6 , 7211 , 455 , 0 , 0 , ". " , " " , " " , 0 , 0.723
177 , "5BZQJ0106-1034 " , "1RXSJ010644.5-10" , "01 06 44.15" , "-10 34 10.3" , "135.93" , "-73.06" , 0.469 , 18.1 , 7211 , 276 , 0 , 0.85 , ". " , " " , " " , 0 , 0.615
178 , "5BZQJ0106-4034 " , "PKS0104-408 " , "01 06 45.11" , "-40 34 19.99" , "290.66" , "-76.2" , 0.584 , 18.9 , 7211 , 662 , 625 , 0.54 , ". " , " " , " " , 0 , 0.855
179 , "5BZQJ0107+2611 " , "CRATESJ010748+26" , "01 07 47.88" , "+26 11 08.59" , "127.5" , "-36.54" , 0.522 , 21.3 , 7211 , 190 , 0 , 0 , ". " , " " , " " , 0 , 0.885
180 , "5BZQJ0108-0037 " , "PKS 0105-008 " , "01 08 26.83" , "-00 37 24.2" , "132.39" , "-63.19" , 1.374 , 17.3 , 7211 , 933 , 0 , 0 , ". " , " " , " " , 0 , 0.671
181 , "5BZQJ0108+0135 " , "PKS0106+01 " , "01 08 38.76" , "+01 35 00.31" , "131.82" , "-60.99" , 2.099 , 18.1 , 7211 , 2621 , 1634 , 0.22 , ". " , " " , " " , 6.4e-9 , 0.838
182 , "5BZBJ0109+1816 " , "CRATESJ010907+18" , "01 09 08.17" , "+18 16 07.5" , "128.81" , "-44.4" , 0 , 16.9 , 7300 , 90 , 0 , 4.51 , ". " , " " , " " , 5e-10 , 0.395
183 , "5BZQJ0109+6133 " , "IRAS01065+6117 " , "01 09 46.33" , "+61 33 30.49" , "125.11" , "-1.24" , 0.783 , 19.4 , 7211 , 305 , 664 , 0.33 , ". " , " " , " " , 5e-10 , 0.503
184 , "5BZGJ0110+4149 " , "GB6B0107+4134 " , "01 10 04.79" , "+41 49 50.91" , "126.64" , "-20.91" , 0.096 , 15.7 , 7309 , 85 , 0 , 1.17 , ". " , " " , " " , 0 , 0.235
185 , "5BZBJ0110-0047 " , "SDSSJ01102-0047 " , "01 10 12.66" , "-00 47 46.78" , "133.41" , "-63.29" , 0.548 , 19.8 , 7300 , 29 , 0 , 0 , ". " , " " , " " , 0 , 0.607
186 , "5BZUJ0110+6805 " , "GB6B0106+6749 " , "01 10 12.86" , "+68 05 41.2" , "124.68" , "5.28" , 0 , 16.5 , 7900 , 1715 , 0 , 0.28 , ". " , " " , " " , 1.9e-9 , 0.37
187 , "5BZBJ0110-0415 " , "CRATESJ011031-04" , "01 10 30.89" , "-04 15 30.99" , "135.02" , "-66.68" , 0 , 18.2 , 7300 , 164 , 0 , 0.48 , ". " , " " , " " , 0 , 0.602
188 , "5BZQJ0110-1648 " , "1RXSJ011034.9-16" , "01 10 35.51" , "-16 48 27.68" , "147.14" , "-78.77" , 0.78 , 15.8 , 7211 , 106 , 0 , 1.87 , ". " , " " , " " , 0 , 0.365
189 , "5BZBJ0110-1255 " , "SHBLJ011050.0-12" , "01 10 49.97" , "-12 55 03.5" , "141.59" , "-75.09" , 0.234 , 16.7 , 7300 , 17 , 0 , 7.78 , " ? " , " " , " " , 0 , 0.264
190 , "5BZQJ0110-0741 " , "PKS 0108-079 " , "01 10 50.02" , "-07 41 41.1" , "137.12" , "-70.03" , 1.779 , 18.9 , 7211 , 846 , 0 , 0 , ". " , " " , " " , 0 , 0.793
191 , "5BZBJ0111+0536 " , "RXJ01115+0536 " , "01 11 30.18" , "+05 36 27.28" , "132.1" , "-56.91" , 0.346 , 18.8 , 7390 , 16 , 0 , 2.08 , ". " , " " , " " , 0 , 0.387
192 , "5BZUJ0111+3906 " , "1Jy0108+388 " , "01 11 37.31" , "+39 06 28.11" , "127.2" , "-23.6" , 0.668 , 22 , 7900 , 429 , 0 , 0.03 , ". " , " " , " " , 0 , 0.977
193 , "5BZQJ0111-1317 " , "TEX0109-135 " , "01 11 56.86" , "-13 17 01.1" , "143.04" , "-75.35" , 2.42 , 21.3 , 7211 , 256 , 0 , 0 , ". " , " " , " " , 0 , 0.896
194 , "5BZBJ0112+2244 " , "GC 0109+224 " , "01 12 05.81" , "+22 44 38.79" , "129.14" , "-39.88" , 0.265 , 14.8 , 7300 , 385 , 0 , 1.93 , ". " , " " , " " , 7.1e-9 , 0.343
195 , "5BZQJ0112+2020 " , "TEX 0109+200 " , "01 12 10.19" , "+20 20 21.8" , "129.5" , "-42.27" , 0.746 , 17.2 , 7211 , 471 , 0 , 0.45 , ". " , " " , " " , 0 , 0.588
196 , "5BZQJ0112+3522 " , "B2 0109+35 " , "01 12 12.94" , "+35 22 19.3" , "127.69" , "-27.31" , 0.45 , 18.3 , 7211 , 399 , 0 , 0.63 , ". " , " " , " " , 0 , 0.671
197 , "5BZQJ0112+3818 " , "GB6J0112+3819 " , "01 12 18.05" , "+38 18 56.91" , "127.42" , "-24.38" , 0.333 , 16.7 , 7211 , 58 , 0 , 0.6 , ". " , " " , " " , 0 , 0.374
198 , "5BZQJ0112-6634 " , "PKS 0110-668 " , "01 12 18.9" , "-66 34 45.19" , "299.67" , "-50.42" , 1.189 , 17.5 , 7211 , 450 , 0 , 0 , ". " , " " , " " , 0 , 0.626
199 , "5BZBJ0112-3201 " , "1RXSJ011233.3-32" , "01 12 32.76" , "-32 01 42.09" , "261.07" , "-83.29" , 0 , 19.8 , 7300 , 4 , 0 , 0.85 , ". " , " " , " " , 0 , 0.482
200 , "5BZQJ0112+3208 " , "NRAO 62 " , "01 12 50.33" , "+32 08 17.41" , "128.19" , "-30.52" , 0.603 , 16.4 , 7211 , 685 , 0 , 4.38 , ". " , " " , " " , 4.6e-9 , 0.547
201 , "5BZQJ0113-3551 " , "CGRaBSJ0113-3551" , "01 13 15.84" , "-35 51 47.91" , "276.27" , "-80.11" , 1.22 , 19.9 , 7211 , 180 , 478 , 0 , ". " , " " , " " , 4e-10 , 0.771
202 , "5BZQJ0113+4948 " , "S40110+495 " , "01 13 26.99" , "+49 48 24.01" , "126.57" , "-12.91" , 0.389 , 17.8 , 7211 , 667 , 465 , 0.77 , ". " , " " , " " , 9e-10 , 0.643
203 , "5BZGJ0113+0222 " , "PKS0111+021 " , "01 13 43.13" , "+02 22 17.29" , "134.12" , "-60.02" , 0.047 , 14.6 , 7309 , 491 , 0 , 0.55 , ". " , " " , " " , 0 , 0.396
204 , "5BZQJ0113+1324 " , "GB6B0111+1309 " , "01 13 54.5" , "+13 24 52.48" , "131.29" , "-49.1" , 0.685 , 18.8 , 7211 , 248 , 0 , 0.31 , ". " , " " , " " , 0 , 0.659
205 , "5BZBJ0114+1325 " , "GB6B0112+1310 " , "01 14 52.77" , "+13 25 37.48" , "131.64" , "-49.05" , 0 , 17.4 , 7300 , 63 , 0 , 0.48 , ". " , " " , " " , 1.2e-9 , 0.424
206 , "5BZBJ0115-3400 " , "SHBLJ011501.3-34" , "01 15 01.72" , "-34 00 27.21" , "267.95" , "-81.46" , 0.482 , 19.1 , 7300 , 6 , 0 , 1.13 , ". " , " " , " " , 0 , 0.389
207 , "5BZQJ0115-0127 " , "PKS0112-017 " , "01 15 17.1" , "-01 27 04.6" , "136.48" , "-63.7" , 1.381 , 17.8 , 7211 , 1076 , 0 , 0.56 , ". " , " " , " " , 0 , 0.739
208 , "5BZQJ0115-2804 " , "PKS 0113-283 " , "01 15 23.87" , "-28 04 55.2" , "224.47" , "-84.61" , 2.579 , 19.8 , 7211 , 439 , 0 , 0 , ". " , " " , " " , 0 , 0.814
209 , "5BZBJ0115+0356 " , "GB6J0115+0357 " , "01 15 40.5" , "+03 56 43.29" , "134.51" , "-58.38" , 0 , 16.7 , 7300 , 99 , 0 , 0.56 , ". " , " " , " " , 1.5e-9 , 0.398
210 , "5BZBJ0115+2519 " , "RXJ01157+2519 " , "01 15 46.14" , "+25 19 53.39" , "129.83" , "-37.22" , 0 , 17.3 , 7300 , 38 , 0 , 2.07 , ". " , " " , " " , 1.3e-9 , 0.353
211 , "5BZQJ0115-3049 " , "2QZJ011546-3049 " , "01 15 46.42" , "-30 49 19.09" , "249.12" , "-83.53" , 1.414 , 19.8 , 7211 , 328 , 0 , 0 , ". " , " " , " " , 0 , 0.81
212 , "5BZQJ0116-1136 " , "PKS0113-118 " , "01 16 12.52" , "-11 36 15.4" , "144.66" , "-73.43" , 0.671 , 17.7 , 7211 , 1785 , 919 , 0.9 , ". " , " " , " " , 1.5e-9 , 0.762
213 , "5BZBJ0116-6153 " , "-- " , "01 16 19.61" , "-61 53 43.51" , "297.82" , "-54.99" , 0 , 17.8 , 7300 , 27 , 0 , 0 , ". " , " " , " " , 3e-10 , 0.38
214 , "5BZQJ0117+1418 " , "BZQJ0117+1418 " , "01 17 25.2" , "+14 18 12.38" , "132.37" , "-48.09" , 0.839 , 20.8 , 7211 , 173 , 0 , 0 , ". " , " " , " " , 0 , 0.834
215 , "5BZQJ0117-3357 " , "PKS 0115-342 " , "01 17 44.59" , "-33 57 05.0" , "264.85" , "-81.14" , 0.647 , 19.8 , 7211 , 415 , 0 , 0.07 , ". " , " " , " " , 0 , 0.782
216 , "5BZBJ0117-2443 " , "1RXSJ011746.6-24" , "01 17 46.99" , "-24 43 33.7" , "192.3" , "-83.61" , 0.279 , 17 , 7300 , 10 , 0 , 1.97 , ". " , " " , " " , 0 , 0.235
217 , "5BZQJ0117-2111 " , "MC1 0115-214 " , "01 17 48.78" , "-21 11 06.68" , "169.67" , "-81.55" , 1.49 , 17.2 , 7211 , 255 , 0 , 0 , ". " , " " , " " , 0 , 0.566
218 , "5BZQJ0118-2141 " , "PKS 0116-219 " , "01 18 57.25" , "-21 41 30.08" , "173.43" , "-81.71" , 1.165 , 17.6 , 7211 , 447 , 756 , 0.14 , ". " , " " , " " , 4.3e-9 , 0.655
219 , "5BZBJ0120-2701 " , "1Jy0118-272 " , "01 20 31.66" , "-27 01 24.7" , "213.64" , "-83.53" , 0 , 15.5 , 7300 , 934 , 431 , 0.72 , ". " , " " , " " , 4.3e-9 , 0.516
220 , "5BZQJ0121-2806 " , "CGRaBSJ0121-2806" , "01 21 00.73" , "-28 06 22.1" , "223.11" , "-83.38" , 3.119 , 20 , 7211 , 122 , 0 , 0.09 , ". " , " " , " " , 0 , 0.708
221 , "5BZQJ0121+1127 " , "GB6J0121+1127 " , "01 21 28.99" , "+11 27 00.5" , "134.61" , "-50.74" , 2.487 , 17.3 , 7211 , 46 , 0 , 0 , ". " , " " , " " , 0 , 0.418
222 , "5BZQJ0121+1149 " , "PKS0119+11 " , "01 21 41.56" , "+11 49 50.59" , "134.58" , "-50.36" , 0.57 , 19.2 , 7211 , 1184 , 0 , 0.67 , ". " , " " , " " , 0 , 0.845
223 , "5BZQJ0121+0422 " , "PKS 0119+041 " , "01 21 56.86" , "+04 22 24.7" , "137.24" , "-57.65" , 0.637 , 20 , 7211 , 1066 , 599 , 0.42 , ". " , " " , " " , 0 , 0.915
224 , "5BZQJ0122+0310 " , "3EGJ0122+0310 " , "01 22 01.91" , "+03 10 02.49" , "137.8" , "-58.82" , 4 , 20.8 , 7211 , 98 , 0 , 0.28 , ". " , " " , " " , 0 , 0.732
225 , "5BZBJ0122+1510 " , "SDSSJ01224+1510 " , "01 22 27.37" , "+15 10 23.08" , "133.94" , "-47.04" , 0 , 19.7 , 7300 , 38 , 0 , 0 , ". " , " " , " " , 0 , 0.629
226 , "5BZQJ0122+2502 " , "B2 0119+24 " , "01 22 38.81" , "+25 02 31.81" , "131.82" , "-37.29" , 2.025 , 19.1 , 7211 , 714 , 0 , 0 , ". " , " " , " " , 0 , 0.785
